"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2014년 08월 20일","517.0","492.1","525.0","471.7","1.15K","5.44%"
"2014년 08월 19일","490.3","470.0","498.0","470.0","1.43K","2.53%"
"2014년 08월 18일","478.2","504.2","506.7","462.4","2.84K","-4.61%"
"2014년 08월 17일","501.3","525.4","527.0","490.1","0.62K","-4.90%"
"2014년 08월 16일","527.2","502.7","527.8","489.5","1.03K","4.14%"
"2014년 08월 15일","506.2","517.3","525.0","490.0","1.62K","-0.74%"
"2014년 08월 14일","510.0","549.0","549.0","503.0","1.76K","-7.10%"
"2014년 08월 13일","549.0","567.6","567.7","530.5","1.89K","-3.00%"
"2014년 08월 12일","566.0","570.0","570.5","563.0","0.78K","-1.14%"
"2014년 08월 11일","572.5","582.7","583.2","572.5","0.96K","-1.29%"
"2014년 08월 10일","580.0","581.9","586.4","580.0","0.68K","-0.57%"
"2014년 08월 09일","583.3","583.0","583.9","581.3","0.70K","-0.53%"
"2014년 08월 08일","586.4","582.9","587.6","582.9","0.82K","0.71%"
"2014년 08월 07일","582.3","577.5","583.3","577.5","1.20K","0.82%"
"2014년 08월 06일","577.5","575.3","583.7","574.3","0.95K","0.44%"
"2014년 08월 05일","575.0","582.0","584.0","574.2","0.98K","-1.06%"
"2014년 08월 04일","581.1","583.1","587.8","581.1","0.93K","-0.16%"
"2014년 08월 03일","582.1","583.9","583.9","578.3","0.62K","-0.97%"
"2014년 08월 02일","587.8","593.3","593.3","583.7","0.98K","-1.21%"
"2014년 08월 01일","594.9","578.0","606.1","578.0","2.06K","2.74%"
"2014년 07월 31일","579.0","554.0","586.0","553.5","1.11K","5.09%"
"2014년 07월 30일","551.0","575.4","575.8","550.0","1.31K","-4.17%"
"2014년 07월 29일","575.0","580.0","585.7","566.2","1.41K","-1.94%"
"2014년 07월 28일","586.4","585.0","588.0","571.0","1.48K","-0.70%"
"2014년 07월 27일","590.5","594.3","595.0","590.0","0.86K","-0.59%"
"2014년 07월 26일","594.0","599.0","599.0","590.2","1.24K","-0.67%"
"2014년 07월 25일","598.0","600.9","605.3","595.0","1.13K","-0.38%"
"2014년 07월 24일","600.3","616.8","616.9","593.2","1.76K","-2.74%"
"2014년 07월 23일","617.2","612.0","618.6","610.0","1.74K","0.75%"
"2014년 07월 22일","612.6","620.0","624.0","605.5","1.06K","-1.16%"
"2014년 07월 21일","619.8","621.0","621.8","605.0","2.36K","0.14%"
"2014년 07월 20일","618.9","623.3","623.3","617.0","1.08K","-1.01%"
"2014년 07월 19일","625.3","627.2","627.2","618.0","1.26K","-0.35%"
"2014년 07월 18일","627.5","626.4","627.5","616.8","1.02K","-0.02%"
"2014년 07월 17일","627.6","622.0","631.1","619.0","2.89K","1.06%"
"2014년 07월 16일","621.0","620.0","631.7","614.0","1.20K","0.03%"
"2014년 07월 15일","620.9","621.3","624.0","617.9","0.94K","-0.25%"
"2014년 07월 14일","622.4","621.7","624.0","616.0","1.01K","-0.26%"
"2014년 07월 13일","624.0","626.0","626.0","621.5","0.80K","-0.32%"
"2014년 07월 12일","626.0","625.1","630.0","623.0","0.74K","0.08%"
"2014년 07월 11일","625.5","610.0","625.5","609.9","0.70K","2.54%"
"2014년 07월 10일","610.0","618.5","620.0","608.5","1.24K","-1.65%"
"2014년 07월 09일","620.2","620.7","624.7","616.3","0.87K","0.28%"
"2014년 07월 08일","618.5","623.3","626.0","611.1","0.73K","-0.88%"
"2014년 07월 07일","624.0","630.5","635.0","615.0","1.07K","-1.46%"
"2014년 07월 06일","633.3","634.6","636.8","630.5","0.45K","0.52%"
"2014년 07월 05일","630.0","635.0","636.0","630.0","0.50K","-0.35%"
"2014년 07월 04일","632.2","650.0","650.0","628.5","0.57K","-1.77%"
"2014년 07월 03일","643.6","649.5","652.0","640.7","0.81K","-0.66%"
"2014년 07월 02일","647.9","650.6","654.9","641.0","1.16K","-0.44%"
"2014년 07월 01일","650.8","650.0","662.0","643.9","1.47K","1.68%"
"2014년 06월 30일","640.0","605.5","646.0","605.5","1.71K","6.02%"
"2014년 06월 29일","603.7","603.0","607.0","601.0","0.46K","0.59%"
"2014년 06월 28일","600.1","602.5","610.5","600.1","0.58K","-1.00%"
"2014년 06월 27일","606.2","582.7","606.2","582.0","2.41K","4.89%"
"2014년 06월 26일","577.9","573.5","578.8","572.0","0.74K","1.73%"
"2014년 06월 25일","568.1","585.0","585.0","568.1","1.05K","-3.27%"
"2014년 06월 24일","587.3","595.9","595.9","585.0","0.72K","-2.00%"
"2014년 06월 23일","599.3","609.7","609.7","592.5","0.90K","-1.41%"
"2014년 06월 22일","607.8","605.0","620.0","605.0","0.78K","1.03%"
"2014년 06월 21일","601.6","597.3","601.6","592.2","0.78K","0.10%"
"2014년 06월 20일","601.0","595.9","603.0","591.0","1.00K","-0.17%"
"2014년 06월 19일","602.0","608.0","613.8","600.3","1.26K","-1.55%"
"2014년 06월 18일","611.5","615.5","621.1","603.8","1.21K","-0.45%"
"2014년 06월 17일","614.3","578.8","614.3","577.0","1.14K","5.91%"
"2014년 06월 16일","580.0","580.8","601.0","580.0","1.06K","1.58%"
"2014년 06월 15일","571.0","565.0","571.8","549.3","1.11K","3.00%"
"2014년 06월 14일","554.4","584.0","584.5","545.3","1.20K","-4.84%"
"2014년 06월 13일","582.6","586.9","615.6","570.0","2.15K","-1.26%"
"2014년 06월 12일","590.0","636.0","640.1","569.1","1.23K","-7.39%"
"2014년 06월 11일","637.1","657.3","657.3","637.1","1.09K","-2.53%"
"2014년 06월 10일","653.6","654.0","663.0","647.0","0.99K","-0.01%"
"2014년 06월 09일","653.7","663.9","663.9","653.0","1.20K","-1.30%"
"2014년 06월 08일","662.3","664.8","668.2","660.0","0.62K","-0.10%"
"2014년 06월 07일","663.0","646.8","663.0","646.8","0.98K","1.22%"
"2014년 06월 06일","655.0","661.0","666.0","654.7","1.17K","-1.24%"
"2014년 06월 05일","663.3","651.8","670.0","650.0","0.99K","1.68%"
"2014년 06월 04일","652.3","681.3","681.3","640.0","1.26K","-4.48%"
"2014년 06월 03일","682.9","673.1","693.9","665.0","1.11K","2.00%"
"2014년 06월 02일","669.5","647.1","675.0","623.9","1.18K","3.56%"
"2014년 06월 01일","646.5","638.0","687.3","625.0","1.15K","1.71%"
"2014년 05월 31일","635.6","621.0","635.6","618.6","0.91K","1.05%"
"2014년 05월 30일","629.0","590.0","629.0","590.0","1.16K","9.78%"
"2014년 05월 29일","573.0","570.0","575.0","567.9","1.16K","-0.70%"
"2014년 05월 28일","577.0","570.0","580.0","563.4","1.02K","1.23%"
"2014년 05월 27일","570.0","575.6","580.0","557.7","1.22K","-0.87%"
"2014년 05월 26일","575.0","569.0","580.1","563.2","0.57K","1.56%"
"2014년 05월 25일","566.2","507.8","572.0","507.8","0.57K","12.71%"
"2014년 05월 24일","502.3","500.0","505.0","500.0","0.63K","-1.42%"
"2014년 05월 23일","509.5","507.0","529.8","500.8","1.54K","1.44%"
"2014년 05월 22일","502.3","476.5","507.0","475.8","1.64K","5.16%"
"2014년 05월 21일","477.6","480.0","480.0","475.8","1.13K","0.36%"
"2014년 05월 20일","476.0","440.0","480.0","440.0","1.84K","8.42%"
"2014년 05월 19일","439.0","434.8","440.0","423.8","1.16K","0.05%"
"2014년 05월 18일","438.8","438.0","438.8","436.3","0.00K","-0.73%"
"2014년 05월 17일","442.0","443.0","443.0","435.4","0.10K","-0.07%"
"2014년 05월 16일","442.3","442.0","443.0","442.0","0.48K","0.07%"
"2014년 05월 15일","442.0","440.0","442.0","438.0","0.22K","-0.45%"
"2014년 05월 14일","444.0","437.3","444.0","432.0","1.55K","1.54%"
"2014년 05월 13일","437.3","439.0","439.0","433.7","1.26K","-0.63%"
"2014년 05월 12일","440.0","434.5","441.0","433.0","1.22K","1.85%"
"2014년 05월 11일","432.0","449.6","449.6","430.5","0.46K","-4.23%"
"2014년 05월 10일","451.1","452.0","452.3","449.1","0.59K","1.14%"
"2014년 05월 09일","446.0","440.0","452.0","439.5","1.16K","0.72%"
"2014년 05월 08일","442.8","440.0","447.0","439.5","1.01K","1.10%"
"2014년 05월 07일","438.0","430.0","448.7","425.9","0.85K","1.86%"
"2014년 05월 06일","430.0","426.5","431.5","419.8","0.97K","0.70%"
"2014년 05월 05일","427.0","436.4","439.9","426.5","1.15K","-0.90%"
"2014년 05월 04일","430.9","439.5","440.6","430.9","0.02K","-2.20%"
"2014년 05월 03일","440.5","452.0","452.0","432.6","0.07K","-2.86%"
"2014년 05월 02일","453.5","459.0","459.6","447.0","0.91K","-1.20%"
"2014년 05월 01일","459.0","450.8","463.0","450.8","0.93K","2.39%"
"2014년 04월 30일","448.3","446.0","450.0","440.5","0.63K","3.29%"
"2014년 04월 29일","434.0","438.7","450.0","431.5","0.89K","-3.13%"
"2014년 04월 28일","448.0","434.0","448.0","433.0","0.86K","1.48%"
"2014년 04월 27일","441.5","460.0","460.5","441.5","0.07K","-3.82%"
"2014년 04월 26일","459.0","467.4","470.5","453.9","0.04K","-0.22%"
"2014년 04월 25일","460.0","493.1","494.4","446.2","0.43K","-7.54%"
"2014년 04월 24일","497.5","486.0","497.5","480.0","0.49K","1.49%"
"2014년 04월 23일","490.2","494.9","494.9","480.0","0.50K","0.45%"
"2014년 04월 22일","488.0","499.5","501.0","488.0","0.22K","-1.81%"
"2014년 04월 21일","497.0","509.0","510.0","495.8","0.66K","-3.01%"
"2014년 04월 20일","512.5","510.0","512.5","510.0","0.15K","1.48%"
"2014년 04월 19일","505.0","488.2","510.0","484.7","0.04K","2.95%"
"2014년 04월 18일","490.5","499.4","504.4","483.6","0.42K","-2.03%"
"2014년 04월 17일","500.7","519.5","522.3","491.0","0.35K","-4.12%"
"2014년 04월 16일","522.3","510.0","522.8","499.0","0.76K","1.41%"
"2014년 04월 15일","515.0","453.4","515.0","453.4","0.75K","12.20%"
"2014년 04월 14일","459.0","403.1","464.0","403.1","0.73K","13.55%"
"2014년 04월 13일","404.2","415.0","415.0","404.2","0.11K","-2.60%"
"2014년 04월 12일","415.0","417.8","430.0","412.0","0.07K","-0.30%"
"2014년 04월 11일","416.3","355.0","427.0","325.0","2.04K","12.50%"
"2014년 04월 10일","370.0","440.2","440.2","370.0","0.91K","-16.38%"
"2014년 04월 09일","442.5","455.0","455.0","440.0","0.35K","-1.39%"
"2014년 04월 08일","448.8","454.5","458.3","448.8","0.15K","-1.20%"
"2014년 04월 07일","454.2","460.2","463.6","445.0","0.25K","0.11%"
"2014년 04월 06일","453.7","463.3","463.3","453.7","0.01K","-1.54%"
"2014년 04월 05일","460.8","453.0","460.8","445.2","0.04K","2.40%"
"2014년 04월 04일","450.0","441.5","458.1","434.2","0.31K","0.27%"
"2014년 04월 03일","448.8","440.6","462.0","422.0","0.68K","1.23%"
"2014년 04월 02일","443.3","479.2","490.5","435.8","0.95K","-8.18%"
"2014년 04월 01일","482.8","460.3","486.0","451.4","0.94K","6.82%"
"2014년 03월 31일","452.0","478.6","485.0","443.1","0.08K","-2.61%"
"2014년 03월 30일","464.1","493.0","493.0","440.4","0.14K","-5.66%"
"2014년 03월 29일","491.9","506.2","507.0","491.0","0.02K","-1.11%"
"2014년 03월 28일","497.4","525.0","525.0","490.0","0.23K","-0.22%"
"2014년 03월 27일","498.5","582.4","589.3","498.5","0.24K","-16.21%"
"2014년 03월 26일","595.0","580.0","595.0","570.0","0.54K","2.23%"
"2014년 03월 25일","582.0","586.6","586.7","579.1","0.31K","-1.35%"
"2014년 03월 24일","590.0","560.4","590.0","552.0","0.35K","4.20%"
"2014년 03월 23일","566.2","570.3","570.3","566.2","0.01K","1.11%"
"2014년 03월 22일","560.0","560.0","562.9","550.0","0.01K","-1.55%"
"2014년 03월 21일","568.8","581.0","605.4","568.8","0.70K","-2.52%"
"2014년 03월 20일","583.5","610.0","639.2","583.5","0.49K","-4.50%"
"2014년 03월 19일","611.0","622.9","622.9","611.0","0.11K","-1.19%"
"2014년 03월 18일","618.4","623.1","623.9","610.9","0.49K","-0.95%"
"2014년 03월 17일","624.3","635.0","635.7","624.0","0.60K","-1.68%"
"2014년 03월 16일","635.0","640.1","640.1","635.0","0.04K","-1.03%"
"2014년 03월 15일","641.6","636.9","641.6","636.9","0.00K","1.85%"
"2014년 03월 14일","630.0","632.9","639.0","630.0","0.56K","-1.87%"
"2014년 03월 13일","642.0","633.5","645.1","633.5","0.04K","-1.23%"
"2014년 03월 12일","650.0","615.0","650.0","615.0","0.86K","5.69%"
"2014년 03월 11일","615.0","615.0","615.0","613.5","0.05K","0.00%"
"2014년 03월 10일","615.0","621.0","621.0","612.8","0.12K","-0.97%"
"2014년 03월 09일","621.0","610.5","621.0","609.4","0.05K","1.12%"
"2014년 03월 08일","614.1","621.0","621.0","600.2","0.06K","-1.11%"
"2014년 03월 07일","621.0","663.0","663.0","614.0","0.76K","-6.33%"
"2014년 03월 06일","663.0","673.4","675.0","657.0","0.96K","-1.78%"
"2014년 03월 05일","675.0","658.0","675.8","658.0","0.49K","1.05%"
"2014년 03월 04일","668.0","654.7","675.0","652.6","0.47K","1.52%"
"2014년 03월 03일","658.0","571.5","685.0","569.7","0.67K","17.37%"
"2014년 03월 02일","560.6","570.9","583.5","560.0","0.01K","-1.34%"
"2014년 03월 01일","568.2","565.0","571.8","560.0","0.06K","0.57%"
"2014년 02월 28일","565.0","575.5","590.3","544.9","0.34K","-2.42%"
"2014년 02월 27일","579.0","592.5","592.5","565.7","0.01K","-0.52%"
"2014년 02월 26일","582.0","548.7","594.5","544.0","0.72K","13.01%"
"2014년 02월 25일","515.0","554.0","567.0","425.0","1.91K","-8.43%"
"2014년 02월 24일","562.4","597.3","597.3","562.4","0.01K","-9.14%"
"2014년 02월 23일","619.0","597.7","624.1","597.7","0.02K","4.00%"
"2014년 02월 22일","595.2","587.6","602.8","563.7","0.00K","4.79%"
"2014년 02월 21일","568.0","565.2","591.5","548.5","0.06K","-1.88%"
"2014년 02월 20일","578.9","633.0","633.0","574.8","0.04K","-8.17%"
"2014년 02월 19일","630.4","634.2","638.0","628.0","0.10K","0.38%"
"2014년 02월 18일","628.0","660.0","660.0","622.0","0.05K","-5.40%"
"2014년 02월 17일","663.8","626.0","663.8","626.0","0.03K","9.19%"
"2014년 02월 16일","608.0","650.0","650.0","608.0","0.11K","-6.95%"
"2014년 02월 15일","653.4","652.9","655.7","650.0","0.02K","-4.20%"
"2014년 02월 14일","682.0","622.0","724.0","565.2","0.46K","7.53%"
"2014년 02월 13일","634.3","671.9","671.9","630.0","0.04K","-7.41%"
"2014년 02월 12일","685.0","691.1","691.1","650.0","0.06K","3.97%"
"2014년 02월 11일","658.9","739.0","761.7","653.3","0.13K","-6.72%"
"2014년 02월 10일","706.3","720.0","739.0","642.0","0.11K","-0.52%"
"2014년 02월 09일","710.0","702.6","720.0","702.6","0.10K","2.90%"
"2014년 02월 08일","690.0","700.0","716.4","690.0","0.05K","-4.17%"
"2014년 02월 07일","720.0","750.3","755.1","677.0","0.28K","-6.68%"
"2014년 02월 06일","771.6","793.0","793.0","768.0","0.16K","-2.46%"
"2014년 02월 05일","791.0","807.0","808.0","791.0","0.33K","-2.71%"
"2014년 02월 04일","813.0","810.8","813.2","808.3","0.12K","0.37%"
"2014년 02월 03일","810.0","806.8","814.1","801.7","0.14K","-0.57%"
"2014년 02월 01일","814.6","801.9","814.6","801.9","0.01K","1.83%"
"2014년 01월 31일","800.0","801.7","803.3","791.8","0.22K","-0.49%"
"2014년 01월 30일","803.9","794.4","803.9","785.4","0.27K","0.49%"
"2014년 01월 29일","800.0","789.0","800.0","783.6","0.13K","0.63%"
"2014년 01월 28일","795.0","779.8","812.0","770.0","0.56K","4.57%"
"2014년 01월 27일","760.3","810.9","810.9","757.0","0.74K","-6.10%"
"2014년 01월 26일","809.7","804.2","823.9","731.0","0.15K","-0.04%"
"2014년 01월 25일","810.0","795.8","810.0","789.4","0.23K","3.60%"
"2014년 01월 24일","781.9","800.0","800.0","773.2","0.36K","-4.21%"
"2014년 01월 23일","816.2","819.0","820.0","804.3","0.26K","1.14%"
"2014년 01월 22일","807.0","807.0","807.0","807.0","0.00K","-0.37%"
"2014년 01월 21일","810.0","810.0","824.7","794.2","0.37K","-1.62%"
"2014년 01월 20일","823.4","831.0","831.0","795.2","0.15K","-0.80%"
"2014년 01월 19일","830.0","819.0","830.0","814.2","0.14K","3.75%"
"2014년 01월 18일","800.0","810.0","815.0","799.0","0.15K","1.39%"
"2014년 01월 17일","789.0","820.0","820.7","789.0","0.07K","-4.25%"
"2014년 01월 16일","824.0","847.1","847.1","822.4","0.20K","-1.87%"
"2014년 01월 15일","839.7","835.5","842.2","833.7","0.05K","1.56%"
"2014년 01월 14일","826.9","827.8","833.4","815.1","0.14K","1.03%"
"2014년 01월 13일","818.4","846.6","857.3","818.4","0.06K","-7.85%"
"2014년 01월 12일","888.1","892.0","892.0","888.1","0.00K","-0.98%"
"2014년 01월 11일","896.9","899.0","900.3","895.0","0.01K","7.44%"
"2014년 01월 10일","834.7","833.0","834.7","833.0","0.00K","-1.79%"
"2014년 01월 09일","850.0","833.7","850.0","794.9","0.29K","2.59%"
"2014년 01월 08일","828.5","781.0","838.0","771.0","0.14K","4.75%"
"2014년 01월 07일","791.0","928.7","928.7","791.0","0.10K","-15.36%"
"2014년 01월 06일","934.5","910.0","950.0","900.0","0.10K","3.38%"
"2014년 01월 05일","904.0","839.5","904.0","839.5","0.02K","12.74%"
"2014년 01월 04일","801.8","806.5","806.5","801.8","0.01K","-1.26%"
"2014년 01월 03일","812.1","801.0","812.1","801.0","-","4.78%"
"2014년 01월 02일","775.0","746.2","775.0","740.2","0.13K","4.69%"
"2014년 01월 01일","740.3","740.0","757.0","733.5","0.01K","1.73%"
"2013년 12월 31일","727.7","731.5","731.5","715.7","0.08K","-1.29%"
"2013년 12월 30일","737.2","735.0","740.0","730.2","0.13K","3.21%"
"2013년 12월 29일","714.3","710.7","714.3","710.7","0.01K","1.90%"
"2013년 12월 28일","701.0","726.0","732.0","701.0","0.14K","-2.49%"
"2013년 12월 27일","718.9","757.5","757.7","709.0","0.18K","-2.85%"
"2013년 12월 26일","740.0","680.0","741.3","680.0","0.19K","14.31%"
"2013년 12월 24일","647.3","662.0","668.7","646.8","0.11K","1.09%"
"2013년 12월 23일","640.4","650.2","653.2","640.4","0.08K","2.94%"
"2013년 12월 22일","622.1","590.0","669.6","590.0","0.13K","2.37%"
"2013년 12월 21일","607.7","655.4","656.7","589.0","0.19K","1.45%"
"2013년 12월 20일","599.0","702.0","732.0","599.0","0.53K","-14.68%"
"2013년 12월 19일","702.0","545.6","716.4","521.0","0.37K","27.32%"
"2013년 12월 18일","551.4","668.8","668.8","408.7","1.38K","-24.67%"
"2013년 12월 17일","731.9","712.2","759.8","643.9","0.18K","3.86%"
"2013년 12월 16일","704.8","896.8","896.8","699.6","0.13K","-18.51%"
"2013년 12월 15일","864.9","891.2","891.2","850.0","0.11K","-3.68%"
"2013년 12월 14일","897.9","904.0","909.7","889.0","0.02K","-1.60%"
"2013년 12월 13일","912.6","911.0","954.0","909.1","0.11K","1.34%"
"2013년 12월 12일","900.5","878.9","915.0","878.9","0.01K","-2.31%"
"2013년 12월 11일","921.8","1,005.6","1,005.6","890.7","0.04K","-9.89%"
"2013년 12월 10일","1,023.0","967.2","1,030.4","958.5","0.08K","9.32%"
"2013년 12월 09일","935.8","871.4","945.0","849.4","0.05K","28.19%"
"2013년 12월 08일","730.0","717.1","758.5","682.2","0.03K","-8.82%"
"2013년 12월 07일","800.6","833.3","1,200.0","632.3","0.66K","-8.25%"
"2013년 12월 06일","872.6","1,028.2","1,028.2","845.4","0.24K","-15.33%"
"2013년 12월 05일","1,030.6","1,129.8","1,135.0","866.0","0.12K","-9.99%"
"2013년 12월 04일","1,145.0","1,065.5","1,149.5","1,065.5","0.03K","9.26%"
"2013년 12월 03일","1,048.0","1,048.0","1,048.0","1,048.0","0.08K","5.00%"
"2013년 12월 02일","998.1","997.9","1,031.1","960.0","0.20K","4.51%"
"2013년 12월 01일","955.0","998.1","998.1","903.0","0.06K","-14.15%"
"2013년 11월 30일","1,112.4","1,105.1","1,115.0","1,103.1","0.33K","0.44%"
"2013년 11월 29일","1,107.5","1,030.0","1,124.4","1,030.0","0.43K","9.65%"
"2013년 11월 28일","1,010.0","955.0","1,031.1","943.9","0.14K","6.54%"
"2013년 11월 27일","948.0","863.9","948.9","855.0","0.34K","11.59%"
"2013년 11월 26일","849.6","790.2","849.6","778.0","0.05K","8.53%"
"2013년 11월 25일","782.8","785.9","789.0","782.8","0.02K","-3.80%"
"2013년 11월 24일","813.7","746.9","813.7","746.9","-","-3.38%"
"2013년 11월 23일","842.2","800.2","842.2","769.9","0.05K","10.82%"
"2013년 11월 22일","760.0","680.0","760.0","680.0","0.03K","8.57%"
"2013년 11월 21일","700.0","587.0","700.0","580.0","0.08K","27.27%"
"2013년 11월 20일","550.0","504.9","550.0","425.1","0.02K","-8.18%"
"2013년 11월 19일","599.0","600.0","690.9","418.4","0.06K","2.37%"
"2013년 11월 18일","585.2","461.0","590.6","461.0","0.11K","23.64%"
"2013년 11월 17일","473.3","435.9","473.3","435.9","0.03K","8.73%"
"2013년 11월 16일","435.3","412.0","436.0","398.4","0.05K","8.82%"
"2013년 11월 15일","400.0","419.1","436.1","400.0","0.23K","-4.31%"
"2013년 11월 14일","418.0","396.2","419.5","393.7","0.20K","7.81%"
"2013년 11월 13일","387.7","366.8","387.7","356.4","0.10K","10.73%"
"2013년 11월 12일","350.2","343.3","355.3","341.9","0.06K","3.42%"
"2013년 11월 11일","338.6","342.8","342.8","328.9","0.11K","8.55%"
"2013년 11월 10일","311.9","311.9","311.9","311.9","-","-7.21%"
"2013년 11월 09일","336.1","336.1","336.1","336.1","-","3.82%"
"2013년 11월 08일","323.8","323.8","323.8","323.8","-","14.29%"
"2013년 11월 07일","283.3","283.3","283.3","283.3","-","11.67%"
"2013년 11월 06일","253.7","253.7","253.7","253.7","-","6.02%"
"2013년 11월 05일","239.3","239.3","239.3","239.3","-","6.26%"
"2013년 11월 04일","225.2","225.2","225.2","225.2","-","8.46%"
"2013년 11월 03일","207.6","207.6","207.6","207.6","-","3.38%"
"2013년 11월 02일","200.9","200.9","200.9","200.9","-","1.18%"
"2013년 11월 01일","198.5","198.5","198.5","198.5","-","0.14%"
"2013년 10월 31일","198.2","198.2","198.2","198.2","-","1.89%"
"2013년 10월 30일","194.6","194.6","194.6","194.6","-","-1.84%"
"2013년 10월 29일","198.2","198.2","198.2","198.2","-","5.49%"
"2013년 10월 28일","187.9","187.9","187.9","187.9","-","1.17%"
"2013년 10월 27일","185.7","185.7","185.7","185.7","-","5.57%"
"2013년 10월 26일","175.9","175.9","175.9","175.9","-","-1.25%"
"2013년 10월 25일","178.1","178.1","178.1","178.1","-","-2.75%"
"2013년 10월 24일","183.1","183.1","183.1","183.1","-","-8.71%"
"2013년 10월 23일","200.6","200.6","200.6","200.6","-","9.12%"
"2013년 10월 22일","183.9","183.9","183.9","183.9","-","5.56%"
"2013년 10월 21일","174.2","174.2","174.2","174.2","-","6.82%"
"2013년 10월 20일","163.1","163.1","163.1","163.1","-","2.03%"
"2013년 10월 19일","159.8","159.8","159.8","159.8","-","6.83%"
"2013년 10월 18일","149.6","149.6","149.6","149.6","-","4.81%"
"2013년 10월 17일","142.7","142.7","142.7","142.7","-","3.86%"
"2013년 10월 16일","137.4","137.4","137.4","137.4","-","-0.88%"
"2013년 10월 15일","138.6","138.6","138.6","138.6","-","4.21%"
"2013년 10월 14일","133.0","133.0","133.0","133.0","-","2.01%"
"2013년 10월 13일","130.4","130.4","130.4","130.4","-","3.08%"
"2013년 10월 12일","126.5","126.5","126.5","126.5","-","0.80%"
"2013년 10월 11일","125.5","125.5","125.5","125.5","-","-0.15%"
"2013년 10월 10일","125.7","125.7","125.7","125.7","-","-0.11%"
"2013년 10월 09일","125.8","125.8","125.8","125.8","-","1.22%"
"2013년 10월 08일","124.3","124.3","124.3","124.3","-","0.88%"
"2013년 10월 07일","123.2","123.2","123.2","123.2","-","1.28%"
"2013년 10월 06일","121.7","121.7","121.7","121.7","-","0.45%"
"2013년 10월 05일","121.1","121.1","121.1","121.1","-","-0.12%"
"2013년 10월 04일","121.3","121.3","121.3","121.3","-","3.83%"
"2013년 10월 03일","116.8","116.8","116.8","116.8","-","17.04%"
"2013년 10월 02일","99.8","99.8","99.8","99.8","-","-20.46%"
"2013년 10월 01일","125.5","125.5","125.5","125.5","-","1.94%"
"2013년 09월 30일","123.1","123.1","123.1","123.1","-","-1.66%"
"2013년 09월 29일","125.2","125.2","125.2","125.2","-","0.34%"
"2013년 09월 28일","124.8","124.8","124.8","124.8","-","1.01%"
"2013년 09월 27일","123.5","123.5","123.5","123.5","-","0.00%"
"2013년 09월 26일","123.5","123.5","123.5","123.5","-","0.05%"
"2013년 09월 25일","123.4","123.4","123.4","123.4","-","0.72%"
"2013년 09월 24일","122.5","122.5","122.5","122.5","-","0.26%"
"2013년 09월 23일","122.2","122.2","122.2","122.2","-","-0.35%"
"2013년 09월 22일","122.7","122.7","122.7","122.7","-","0.00%"
"2013년 09월 21일","122.6","122.6","122.6","122.6","-","-0.21%"
"2013년 09월 20일","122.9","122.9","122.9","122.9","-","-1.04%"
"2013년 09월 19일","124.2","124.2","124.2","124.2","-","-1.67%"
"2013년 09월 18일","126.3","126.3","126.3","126.3","-","0.26%"
"2013년 09월 17일","126.0","126.0","126.0","126.0","-","0.73%"
"2013년 09월 16일","125.1","125.1","125.1","125.1","-","0.39%"
"2013년 09월 15일","124.6","124.6","124.6","124.6","-","0.40%"
"2013년 09월 14일","124.1","124.1","124.1","124.1","-","-1.92%"
"2013년 09월 13일","126.5","126.5","126.5","126.5","-","0.60%"
"2013년 09월 12일","125.8","125.8","125.8","125.8","-","0.25%"
"2013년 09월 11일","125.4","125.4","125.4","125.4","-","3.29%"
"2013년 09월 10일","121.5","121.5","121.5","121.5","-","1.20%"
"2013년 09월 09일","120.0","120.0","120.0","120.0","-","2.94%"
"2013년 09월 08일","116.6","116.6","116.6","116.6","-","-2.07%"
"2013년 09월 07일","119.1","119.1","119.1","119.1","-","2.35%"
"2013년 09월 06일","116.3","116.3","116.3","116.3","-","-3.49%"
"2013년 09월 05일","120.5","120.5","120.5","120.5","-","0.00%"
"2013년 09월 04일","120.6","120.6","120.6","120.6","-","-5.50%"
"2013년 09월 03일","127.6","127.6","127.6","127.6","-","0.18%"
"2013년 09월 02일","127.4","127.4","127.4","127.4","-","-0.70%"
"2013년 09월 01일","128.3","128.3","128.3","128.3","-","-0.93%"
"2013년 08월 31일","129.5","129.5","129.5","129.5","-","5.06%"
"2013년 08월 30일","123.2","123.2","123.2","123.2","-","4.86%"
"2013년 08월 29일","117.5","117.5","117.5","117.5","-","-0.06%"
"2013년 08월 28일","117.6","117.6","117.6","117.6","-","0.12%"
"2013년 08월 27일","117.4","117.4","117.4","117.4","-","4.65%"
"2013년 08월 26일","112.2","112.2","112.2","112.2","-","0.39%"
"2013년 08월 25일","111.8","111.8","111.8","111.8","-","2.85%"
"2013년 08월 24일","108.7","108.7","108.7","108.7","-","1.06%"
"2013년 08월 23일","107.6","107.6","107.6","107.6","-","-1.99%"
"2013년 08월 22일","109.7","109.7","109.7","109.7","-","-1.53%"
"2013년 08월 21일","111.4","111.4","111.4","111.4","-","6.12%"
"2013년 08월 20일","105.0","105.0","105.0","105.0","-","2.65%"
"2013년 08월 19일","102.3","102.3","102.3","102.3","-","3.50%"
"2013년 08월 18일","98.8","98.8","98.8","98.8","-","-0.72%"
"2013년 08월 17일","99.6","99.6","99.6","99.6","-","1.25%"
"2013년 08월 16일","98.3","98.3","98.3","98.3","-","0.81%"
