"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2020년 01월 01일","7,212.7","7,208.2","7,268.8","7,185.4","2.07K","0.06%"
"2019년 12월 31일","7,208.3","7,261.0","7,333.0","7,161.3","2.99K","-0.72%"
"2019년 12월 30일","7,260.9","7,413.0","7,421.6","7,217.7","4.09K","-2.12%"
"2019년 12월 29일","7,417.9","7,333.2","7,551.6","7,311.8","2.49K","1.14%"
"2019년 12월 28일","7,334.4","7,293.6","7,389.9","7,280.5","2.73K","0.65%"
"2019년 12월 27일","7,287.0","7,235.3","7,300.0","7,114.1","4.00K","0.75%"
"2019년 12월 26일","7,232.4","7,220.1","7,464.3","7,189.0","4.72K","0.17%"
"2019년 12월 25일","7,220.1","7,270.0","7,287.4","7,144.8","3.36K","-0.78%"
"2019년 12월 24일","7,276.9","7,346.2","7,445.0","7,182.9","4.25K","-0.96%"
"2019년 12월 23일","7,347.4","7,538.9","7,715.0","7,283.1","7.08K","-2.45%"
"2019년 12월 22일","7,532.0","7,166.3","7,541.3","7,159.6","3.62K","5.10%"
"2019년 12월 21일","7,166.4","7,213.0","7,215.1","7,145.2","2.28K","-0.65%"
"2019년 12월 20일","7,212.9","7,181.8","7,249.0","7,116.8","5.70K","0.43%"
"2019년 12월 19일","7,181.8","7,326.9","7,412.5","7,089.1","5.43K","-1.93%"
"2019년 12월 18일","7,323.4","6,667.1","7,480.2","6,479.4","13.75K","9.84%"
"2019년 12월 17일","6,667.1","6,926.6","6,972.0","6,624.3","12.66K","-3.75%"
"2019년 12월 16일","6,926.8","7,152.7","7,189.9","6,900.0","13.42K","-3.16%"
"2019년 12월 15일","7,152.7","7,100.8","7,218.6","7,046.6","3.53K","0.73%"
"2019년 12월 14일","7,100.8","7,283.1","7,290.5","7,038.5","3.41K","-2.50%"
"2019년 12월 13일","7,283.2","7,224.1","7,331.9","7,218.7","2.90K","0.82%"
"2019년 12월 12일","7,224.0","7,231.2","7,325.6","7,133.8","5.64K","-0.09%"
"2019년 12월 11일","7,230.7","7,254.7","7,296.2","7,170.1","3.12K","-0.33%"
"2019년 12월 10일","7,254.6","7,373.8","7,433.0","7,207.5","3.64K","-1.69%"
"2019년 12월 09일","7,379.5","7,563.8","7,701.1","7,309.1","6.56K","-2.45%"
"2019년 12월 08일","7,564.6","7,543.2","7,620.0","7,433.6","4.30K","0.28%"
"2019년 12월 07일","7,543.2","7,584.7","7,665.1","7,520.1","1.72K","-0.59%"
"2019년 12월 06일","7,588.3","7,439.9","7,648.6","7,350.1","5.71K","1.99%"
"2019년 12월 05일","7,440.0","7,239.3","7,522.8","7,193.7","4.79K","2.79%"
"2019년 12월 04일","7,238.2","7,336.9","7,887.7","7,134.1","11.72K","-1.33%"
"2019년 12월 03일","7,336.0","7,350.2","7,453.5","7,288.0","2.30K","-0.19%"
"2019년 12월 02일","7,350.3","7,450.1","7,467.3","7,209.4","4.63K","-1.34%"
"2019년 12월 01일","7,450.1","7,599.9","7,600.1","7,288.7","6.33K","-1.97%"
"2019년 11월 30일","7,599.9","7,796.5","7,849.6","7,495.0","4.97K","-2.52%"
"2019년 11월 29일","7,796.6","7,460.7","7,916.3","7,450.0","7.28K","4.50%"
"2019년 11월 28일","7,460.8","7,547.3","7,683.0","7,415.0","4.34K","-1.17%"
"2019년 11월 27일","7,549.3","7,198.3","7,689.0","6,880.0","13.90K","4.88%"
"2019년 11월 26일","7,198.3","7,162.8","7,384.7","7,061.2","5.20K","0.42%"
"2019년 11월 25일","7,168.0","6,965.2","7,413.6","6,619.4","18.52K","2.91%"
"2019년 11월 24일","6,965.3","7,352.7","7,372.0","6,922.0","8.58K","-5.27%"
"2019년 11월 23일","7,352.6","7,318.6","7,385.0","7,141.0","4.63K","0.40%"
"2019년 11월 22일","7,323.0","7,672.5","7,763.3","6,820.1","19.37K","-4.54%"
"2019년 11월 21일","7,671.1","8,126.4","8,155.9","7,510.1","9.89K","-5.60%"
"2019년 11월 20일","8,126.4","8,164.9","8,255.0","8,081.0","2.06K","-0.47%"
"2019년 11월 19일","8,164.9","8,219.5","8,241.9","8,055.2","3.70K","-0.66%"
"2019년 11월 18일","8,219.5","8,536.7","8,536.8","8,119.0","6.36K","-3.72%"
"2019년 11월 17일","8,537.3","8,523.4","8,662.9","8,422.0","2.84K","0.16%"
"2019년 11월 16일","8,523.5","8,494.8","8,553.1","8,442.7","1.53K","0.33%"
"2019년 11월 15일","8,495.8","8,655.5","8,798.1","8,420.2","5.18K","-1.85%"
"2019년 11월 14일","8,655.7","8,800.9","8,817.4","8,601.4","3.30K","-1.65%"
"2019년 11월 13일","8,801.1","8,830.0","8,849.3","8,730.3","1.34K","-0.33%"
"2019년 11월 12일","8,830.0","8,737.7","8,891.5","8,602.1","3.50K","1.06%"
"2019년 11월 11일","8,737.7","9,069.7","9,107.3","8,633.4","4.24K","-3.65%"
"2019년 11월 10일","9,068.4","8,827.1","9,156.9","8,764.0","4.64K","2.72%"
"2019년 11월 09일","8,828.0","8,782.3","8,891.4","8,735.9","1.96K","0.52%"
"2019년 11월 08일","8,782.4","9,209.2","9,252.4","8,688.1","7.86K","-4.62%"
"2019년 11월 07일","9,208.0","9,355.0","9,387.1","9,086.5","3.75K","-1.55%"
"2019년 11월 06일","9,353.0","9,334.0","9,475.0","9,278.0","3.47K","0.20%"
"2019년 11월 05일","9,333.9","9,440.0","9,504.1","9,200.0","3.41K","-1.14%"
"2019년 11월 04일","9,441.2","9,223.0","9,621.8","9,152.0","7.47K","2.37%"
"2019년 11월 03일","9,222.4","9,332.2","9,400.6","9,100.0","3.62K","-1.18%"
"2019년 11월 02일","9,332.1","9,288.4","9,429.4","9,251.8","3.66K","0.46%"
"2019년 11월 01일","9,289.1","9,185.6","9,332.1","9,087.4","4.09K","1.13%"
"2019년 10월 31일","9,185.6","9,184.4","9,460.7","8,984.8","5.67K","0.01%"
"2019년 10월 30일","9,184.3","9,445.5","9,446.9","9,035.0","5.05K","-2.77%"
"2019년 10월 29일","9,445.5","9,229.2","9,558.3","9,101.3","6.73K","2.38%"
"2019년 10월 28일","9,225.7","9,574.1","9,948.0","9,216.8","8.99K","-3.62%"
"2019년 10월 27일","9,571.8","9,270.9","9,815.6","9,121.6","11.11K","3.25%"
"2019년 10월 26일","9,270.9","8,679.3","10,464.1","8,662.9","32.06K","6.82%"
"2019년 10월 25일","8,679.1","7,453.0","8,800.0","7,426.0","17.10K","16.45%"
"2019년 10월 24일","7,453.0","7,493.6","7,529.0","7,372.0","5.80K","-0.54%"
"2019년 10월 23일","7,493.7","8,053.7","8,074.5","7,341.5","12.98K","-7.01%"
"2019년 10월 22일","8,058.9","8,242.2","8,332.2","8,037.1","3.85K","-2.24%"
"2019년 10월 21일","8,243.9","8,260.7","8,371.3","8,181.8","3.41K","-0.20%"
"2019년 10월 20일","8,260.6","7,993.0","8,335.6","7,922.0","4.87K","3.35%"
"2019년 10월 19일","7,992.9","7,987.3","8,117.0","7,927.0","3.51K","0.07%"
"2019년 10월 18일","7,987.2","8,092.4","8,135.1","7,860.0","5.30K","-1.30%"
"2019년 10월 17일","8,092.3","8,016.1","8,144.9","7,949.3","2.81K","0.95%"
"2019년 10월 16일","8,016.0","8,191.0","8,203.2","7,960.0","7.08K","-2.14%"
"2019년 10월 15일","8,191.1","8,370.0","8,433.7","8,123.6","3.28K","-2.14%"
"2019년 10월 14일","8,370.0","8,304.9","8,423.5","8,230.1","2.54K","0.77%"
"2019년 10월 13일","8,305.7","8,319.6","8,477.4","8,179.3","4.04K","-0.15%"
"2019년 10월 12일","8,318.3","8,278.2","8,421.0","8,272.5","1.71K","0.46%"
"2019년 10월 11일","8,280.0","8,596.0","8,815.2","8,253.0","6.08K","-3.68%"
"2019년 10월 10일","8,596.0","8,610.4","8,682.8","8,472.0","4.32K","-0.13%"
"2019년 10월 09일","8,607.5","8,205.0","8,717.9","8,146.6","8.39K","4.83%"
"2019년 10월 08일","8,211.2","8,234.6","8,362.0","8,132.8","3.47K","-0.19%"
"2019년 10월 07일","8,227.0","7,886.2","8,342.0","7,794.9","8.15K","4.36%"
"2019년 10월 06일","7,883.1","8,162.5","8,183.1","7,807.1","5.85K","-3.42%"
"2019년 10월 05일","8,162.5","8,170.1","8,210.7","8,040.0","3.33K","-0.09%"
"2019년 10월 04일","8,170.0","8,260.5","8,264.9","8,040.0","3.05K","-1.06%"
"2019년 10월 03일","8,257.9","8,414.9","8,440.0","8,100.7","3.72K","-1.85%"
"2019년 10월 02일","8,413.4","8,333.7","8,419.9","8,193.5","3.45K","0.94%"
"2019년 10월 01일","8,334.9","8,331.1","8,539.0","8,228.0","5.84K","0.05%"
"2019년 09월 30일","8,331.1","8,090.1","8,384.0","7,753.0","10.92K","2.98%"
"2019년 09월 29일","8,090.0","8,238.2","8,260.2","7,930.7","6.14K","-1.80%"
"2019년 09월 28일","8,238.6","8,215.3","8,354.7","8,047.9","5.45K","0.31%"
"2019년 09월 27일","8,213.4","8,105.9","8,296.5","7,906.3","7.47K","1.35%"
"2019년 09월 26일","8,103.6","8,475.3","8,489.9","7,800.1","15.42K","-4.38%"
"2019년 09월 25일","8,474.7","8,535.0","8,770.0","8,266.1","12.77K","-0.86%"
"2019년 09월 24일","8,547.9","9,702.6","9,788.1","8,110.1","34.87K","-11.90%"
"2019년 09월 23일","9,702.6","10,055.0","10,077.0","9,627.5","5.49K","-3.48%"
"2019년 09월 22일","10,052.0","10,012.0","10,105.0","9,881.4","2.75K","0.39%"
"2019년 09월 21일","10,013.0","10,197.0","10,199.0","9,958.1","2.98K","-1.81%"
"2019년 09월 20일","10,198.0","10,303.0","10,340.0","10,105.0","2.51K","-1.00%"
"2019년 09월 19일","10,301.0","10,185.0","10,417.0","9,655.0","9.77K","1.14%"
"2019년 09월 18일","10,185.0","10,214.1","10,278.0","10,111.0","3.34K","-0.28%"
"2019년 09월 17일","10,214.1","10,290.0","10,308.0","10,171.0","2.94K","-0.79%"
"2019년 09월 16일","10,295.0","10,321.0","10,399.0","10,100.0","5.52K","-0.26%"
"2019년 09월 15일","10,322.0","10,381.0","10,402.0","10,287.0","1.88K","-0.55%"
"2019년 09월 14일","10,379.0","10,374.0","10,478.0","10,256.0","3.16K","0.05%"
"2019년 09월 13일","10,374.0","10,452.0","10,475.0","10,170.0","4.50K","-0.75%"
"2019년 09월 12일","10,452.0","10,174.2","10,488.0","10,065.1","4.40K","2.72%"
"2019년 09월 11일","10,175.0","10,121.0","10,297.0","9,866.5","4.35K","0.52%"
"2019년 09월 10일","10,122.0","10,317.0","10,399.0","9,961.7","4.21K","-1.90%"
"2019년 09월 09일","10,318.0","10,417.0","10,542.0","10,118.6","5.20K","-0.93%"
"2019년 09월 08일","10,415.0","10,489.0","10,599.0","10,257.0","3.51K","-0.70%"
"2019년 09월 07일","10,488.0","10,305.0","10,581.0","10,305.0","3.38K","1.66%"
"2019년 09월 06일","10,317.0","10,582.9","10,933.0","10,218.0","11.28K","-2.47%"
"2019년 09월 05일","10,578.7","10,593.0","10,663.0","10,483.0","3.01K","-0.11%"
"2019년 09월 04일","10,590.0","10,642.0","10,841.2","10,411.0","6.25K","-0.48%"
"2019년 09월 03일","10,641.0","10,401.0","10,766.0","10,300.0","10.74K","2.44%"
"2019년 09월 02일","10,388.0","9,783.0","10,473.0","9,754.9","11.14K","6.23%"
"2019년 09월 01일","9,779.1","9,623.9","9,858.0","9,560.1","2.87K","1.61%"
"2019년 08월 31일","9,623.9","9,600.7","9,710.2","9,472.1","2.75K","0.24%"
"2019년 08월 30일","9,601.0","9,509.4","9,710.0","9,384.3","3.75K","0.97%"
"2019년 08월 29일","9,509.0","9,727.3","9,727.3","9,360.4","7.08K","-2.25%"
"2019년 08월 28일","9,727.4","10,190.0","10,303.0","9,585.3","10.41K","-4.48%"
"2019년 08월 27일","10,184.0","10,376.2","10,392.0","10,036.9","4.52K","-1.86%"
"2019년 08월 26일","10,377.0","10,144.0","10,654.0","10,144.0","8.98K","2.42%"
"2019년 08월 25일","10,132.0","10,162.0","10,349.0","9,881.1","5.21K","-0.20%"
"2019년 08월 24일","10,152.0","10,414.0","10,427.0","9,900.0","5.41K","-2.46%"
"2019년 08월 23일","10,408.0","10,117.0","10,461.0","10,063.0","6.39K","2.88%"
"2019년 08월 22일","10,117.0","10,147.0","10,247.0","9,790.0","6.53K","-0.29%"
"2019년 08월 21일","10,146.0","10,795.0","10,825.0","9,880.0","11.79K","-5.99%"
"2019년 08월 20일","10,793.0","10,947.0","10,986.0","10,588.0","5.83K","-1.32%"
"2019년 08월 19일","10,937.0","10,329.0","10,960.0","10,280.0","7.38K","5.91%"
"2019년 08월 18일","10,327.0","10,230.0","10,529.0","10,086.0","3.90K","0.97%"
"2019년 08월 17일","10,228.0","10,372.0","10,487.0","10,004.1","4.89K","-1.33%"
"2019년 08월 16일","10,366.0","10,324.0","10,568.0","9,783.4","12.89K","0.38%"
"2019년 08월 15일","10,327.0","10,067.0","10,470.0","9,522.5","17.37K","2.58%"
"2019년 08월 14일","10,067.0","10,904.0","10,909.0","9,980.0","14.51K","-7.68%"
"2019년 08월 13일","10,904.0","11,411.0","11,468.0","10,801.0","9.00K","-4.38%"
"2019년 08월 12일","11,404.0","11,577.0","11,578.8","11,272.0","3.20K","-1.57%"
"2019년 08월 11일","11,586.0","11,308.0","11,594.0","11,158.0","5.44K","2.40%"
"2019년 08월 10일","11,314.0","11,892.0","12,003.0","11,263.0","9.02K","-4.87%"
"2019년 08월 09일","11,893.0","12,051.0","12,092.7","11,711.0","7.81K","-1.38%"
"2019년 08월 08일","12,060.0","11,999.0","12,126.0","11,570.0","10.97K","0.53%"
"2019년 08월 07일","11,997.0","11,472.0","12,122.0","11,386.0","13.66K","4.58%"
"2019년 08월 06일","11,471.2","11,824.0","12,307.0","11,268.0","19.34K","-2.85%"
"2019년 08월 05일","11,808.0","10,974.0","11,938.0","10,973.0","16.13K","7.61%"
"2019년 08월 04일","10,973.0","10,822.0","11,060.0","10,595.0","9.28K","1.40%"
"2019년 08월 03일","10,822.0","10,520.0","10,910.0","10,506.0","7.42K","2.88%"
"2019년 08월 02일","10,519.0","10,400.0","10,648.3","10,345.0","8.44K","1.15%"
"2019년 08월 01일","10,399.0","10,096.0","10,500.0","9,899.9","7.78K","3.08%"
"2019년 07월 31일","10,088.0","9,588.9","10,099.0","9,575.5","7.94K","5.20%"
"2019년 07월 30일","9,589.0","9,503.5","9,736.0","9,401.6","5.19K","0.86%"
"2019년 07월 29일","9,507.0","9,530.0","9,690.0","9,396.6","5.70K","-0.13%"
"2019년 07월 28일","9,519.0","9,463.1","9,604.2","9,112.3","7.75K","0.56%"
"2019년 07월 27일","9,465.7","9,840.3","10,189.0","9,300.3","11.77K","-3.83%"
"2019년 07월 26일","9,842.5","9,888.0","9,899.0","9,672.0","5.12K","-0.48%"
"2019년 07월 25일","9,890.1","9,772.0","10,180.0","9,735.0","9.22K","1.22%"
"2019년 07월 24일","9,771.0","9,859.0","9,917.7","9,541.9","11.57K","-0.85%"
"2019년 07월 23일","9,854.9","10,330.0","10,330.0","9,824.5","9.77K","-4.59%"
"2019년 07월 22일","10,329.0","10,572.0","10,667.0","10,094.0","10.90K","-2.27%"
"2019년 07월 21일","10,569.4","10,741.0","10,811.0","10,300.0","8.25K","-1.59%"
"2019년 07월 20일","10,740.0","10,517.6","11,085.0","10,402.0","12.13K","2.10%"
"2019년 07월 19일","10,519.0","10,624.0","10,759.0","10,132.7","13.16K","-0.97%"
"2019년 07월 18일","10,622.0","9,691.2","10,750.0","9,271.6","28.83K","9.70%"
"2019년 07월 17일","9,683.2","9,418.4","9,963.1","9,090.0","23.12K","2.90%"
"2019년 07월 16일","9,410.0","10,813.0","10,991.0","9,378.0","26.18K","-13.03%"
"2019년 07월 15일","10,820.0","10,193.0","11,043.0","9,920.6","21.44K","6.01%"
"2019년 07월 14일","10,206.8","11,324.0","11,390.0","10,125.0","22.49K","-9.77%"
"2019년 07월 13일","11,312.0","11,779.0","11,803.0","10,806.0","14.72K","-3.85%"
"2019년 07월 12일","11,765.0","11,327.0","11,900.0","11,100.0","12.25K","3.75%"
"2019년 07월 11일","11,340.0","12,092.0","12,092.0","11,006.0","21.60K","-6.23%"
"2019년 07월 10일","12,093.0","12,564.0","13,173.0","11,572.0","36.06K","-3.66%"
"2019년 07월 09일","12,553.0","12,301.5","12,811.0","12,173.0","19.16K","2.05%"
"2019년 07월 08일","12,301.0","11,484.0","12,382.0","11,339.0","17.84K","7.10%"
"2019년 07월 07일","11,486.0","11,276.0","11,618.0","11,121.6","8.42K","1.80%"
"2019년 07월 06일","11,283.0","10,983.0","11,720.0","10,983.0","12.21K","2.59%"
"2019년 07월 05일","10,998.0","11,141.0","11,440.0","10,802.0","16.37K","-1.53%"
"2019년 07월 04일","11,169.0","12,000.0","12,063.5","11,057.0","19.84K","-6.80%"
"2019년 07월 03일","11,984.0","10,903.0","12,004.0","10,903.0","28.09K","10.29%"
"2019년 07월 02일","10,866.0","10,639.8","10,961.0","9,745.1","28.78K","2.13%"
"2019년 07월 01일","10,639.0","10,777.0","11,221.0","10,099.0","24.90K","-0.99%"
"2019년 06월 30일","10,745.0","11,973.0","12,229.0","10,705.0","19.07K","-9.86%"
"2019년 06월 29일","11,921.0","12,350.7","12,350.7","11,375.0","20.39K","-3.47%"
"2019년 06월 28일","12,349.0","11,183.0","12,404.0","10,812.0","31.98K","10.26%"
"2019년 06월 27일","11,200.0","12,876.0","13,222.0","10,397.0","47.61K","-13.02%"
"2019년 06월 26일","12,876.0","11,746.0","13,764.0","11,693.0","55.59K","9.57%"
"2019년 06월 25일","11,751.0","11,070.0","11,780.0","10,992.4","21.85K","6.32%"
"2019년 06월 24일","11,053.0","10,913.0","11,135.0","10,560.0","14.40K","1.26%"
"2019년 06월 23일","10,916.0","10,745.0","11,368.0","10,576.0","18.59K","1.56%"
"2019년 06월 22일","10,747.9","10,227.0","11,210.0","10,098.2","36.68K","5.00%"
"2019년 06월 21일","10,236.0","9,557.8","10,249.0","9,557.8","22.23K","7.10%"
"2019년 06월 20일","9,557.1","9,306.0","9,620.8","9,241.0","10.59K","2.70%"
"2019년 06월 19일","9,305.9","9,094.9","9,339.9","9,062.0","5.77K","2.31%"
"2019년 06월 18일","9,095.9","9,351.0","9,370.9","8,945.4","10.59K","-2.78%"
"2019년 06월 17일","9,356.0","8,986.0","9,489.9","8,986.0","14.17K","4.12%"
"2019년 06월 16일","8,986.0","8,852.8","9,389.6","8,803.0","20.91K","1.47%"
"2019년 06월 15일","8,856.0","8,689.0","8,904.1","8,611.0","9.40K","1.92%"
"2019년 06월 14일","8,689.1","8,230.0","8,714.9","8,163.3","12.71K","5.61%"
"2019년 06월 13일","8,227.4","8,177.6","8,333.0","8,038.9","8.89K","0.64%"
"2019년 06월 12일","8,175.4","7,903.1","8,238.8","7,822.3","9.14K","3.43%"
"2019년 06월 11일","7,904.1","8,018.8","8,048.9","7,711.3","6.53K","-1.37%"
"2019년 06월 10일","8,013.7","7,622.5","8,046.3","7,523.3","8.90K","4.90%"
"2019년 06월 09일","7,639.2","7,924.0","7,961.0","7,502.5","6.83K","-3.60%"
"2019년 06월 08일","7,924.6","8,002.1","8,064.8","7,802.0","4.77K","-0.84%"
"2019년 06월 07일","7,991.5","7,816.9","8,123.5","7,769.1","13.44K","2.38%"
"2019년 06월 06일","7,805.6","7,766.3","7,870.6","7,461.0","7.51K","0.21%"
"2019년 06월 05일","7,789.3","7,692.8","7,931.0","7,603.0","10.83K","1.25%"
"2019년 06월 04일","7,692.8","8,088.0","8,088.0","7,524.5","28.12K","-5.07%"
"2019년 06월 03일","8,103.4","8,740.1","8,740.1","8,050.1","18.66K","-7.28%"
"2019년 06월 02일","8,740.0","8,546.9","8,818.0","8,540.0","6.24K","2.26%"
"2019년 06월 01일","8,547.0","8,531.9","8,625.0","8,452.0","5.46K","0.16%"
"2019년 05월 31일","8,533.3","8,268.5","8,550.0","8,112.4","10.93K","3.18%"
"2019년 05월 30일","8,269.9","8,681.2","9,100.0","8,019.7","20.29K","-4.73%"
"2019년 05월 29일","8,680.9","8,738.1","8,794.9","8,490.0","10.30K","-0.69%"
"2019년 05월 28일","8,740.9","8,806.1","8,843.7","8,558.3","11.14K","-0.74%"
"2019년 05월 27일","8,806.0","8,730.0","8,951.0","8,661.0","17.56K","0.87%"
"2019년 05월 26일","8,729.9","8,054.9","8,820.0","7,880.2","20.14K","8.38%"
"2019년 05월 25일","8,054.9","7,990.0","8,135.0","7,950.4","4.34K","0.75%"
"2019년 05월 24일","7,994.9","7,872.1","8,158.6","7,801.6","10.92K","1.56%"
"2019년 05월 23일","7,872.4","7,619.9","7,957.1","7,496.3","10.55K","3.30%"
"2019년 05월 22일","7,621.1","7,933.6","8,030.0","7,507.9","10.78K","-3.98%"
"2019년 05월 21일","7,937.0","7,990.5","8,089.9","7,819.7","7.69K","-0.60%"
"2019년 05월 20일","7,985.0","8,188.3","8,188.3","7,601.0","16.90K","-2.50%"
"2019년 05월 19일","8,189.5","7,260.1","8,263.2","7,252.0","23.46K","12.80%"
"2019년 05월 18일","7,260.0","7,418.3","7,509.1","7,210.6","9.32K","-2.10%"
"2019년 05월 17일","7,415.4","7,857.5","7,905.7","7,067.4","29.02K","-5.62%"
"2019년 05월 16일","7,857.0","8,135.5","8,307.7","7,750.1","22.29K","-3.39%"
"2019년 05월 15일","8,132.9","7,951.9","8,208.9","7,837.6","19.04K","2.19%"
"2019년 05월 14일","7,958.3","7,753.2","8,194.1","7,684.1","29.32K","2.65%"
"2019년 05월 13일","7,753.2","6,980.1","8,049.9","6,883.9","36.47K","11.08%"
"2019년 05월 12일","6,979.9","7,125.1","7,448.0","6,860.0","31.96K","-2.19%"
"2019년 05월 11일","7,136.4","6,438.7","7,278.3","6,438.7","37.91K","10.84%"
"2019년 05월 10일","6,438.7","6,262.0","6,522.0","6,212.6","14.49K","2.88%"
"2019년 05월 09일","6,258.4","6,201.9","6,309.0","6,165.0","9.68K","0.93%"
"2019년 05월 08일","6,201.0","6,096.6","6,220.4","6,024.1","8.20K","1.86%"
"2019년 05월 07일","6,087.9","6,027.9","6,290.0","6,027.9","11.99K","1.00%"
"2019년 05월 06일","6,027.9","6,042.0","6,100.3","5,906.8","6.48K","-0.23%"
"2019년 05월 05일","6,042.0","6,098.2","6,112.0","5,956.2","5.82K","-0.92%"
"2019년 05월 04일","6,098.3","6,019.9","6,149.1","5,868.2","9.44K","1.37%"
"2019년 05월 03일","6,016.0","5,729.6","6,139.9","5,716.5","19.48K","5.11%"
"2019년 05월 02일","5,723.8","5,629.5","5,779.8","5,618.0","11.06K","1.67%"
"2019년 05월 01일","5,629.6","5,599.6","5,655.0","5,585.5","5.53K","0.54%"
"2019년 04월 30일","5,599.5","5,480.0","5,612.0","5,454.9","7.44K","2.18%"
"2019년 04월 29일","5,480.1","5,486.8","5,515.2","5,370.3","7.81K","-0.12%"
"2019년 04월 28일","5,486.8","5,400.6","5,542.2","5,400.6","7.76K","1.57%"
"2019년 04월 27일","5,401.8","5,410.9","5,456.9","5,355.4","4.57K","-0.17%"
"2019년 04월 26일","5,410.8","5,215.6","5,517.1","5,174.1","21.53K","3.68%"
"2019년 04월 25일","5,219.0","5,479.6","5,556.8","5,065.2","21.49K","-4.77%"
"2019년 04월 24일","5,480.3","5,547.1","5,647.4","5,415.0","16.53K","-1.27%"
"2019년 04월 23일","5,550.9","5,417.8","5,645.0","5,395.2","18.76K","2.46%"
"2019년 04월 22일","5,417.8","5,320.3","5,447.5","5,276.5","11.95K","1.80%"
"2019년 04월 21일","5,321.9","5,340.1","5,366.1","5,259.4","6.15K","-0.34%"
"2019년 04월 20일","5,340.0","5,314.1","5,375.6","5,289.2","6.48K","0.49%"
"2019년 04월 19일","5,314.0","5,310.8","5,371.1","5,225.0","6.31K","0.06%"
"2019년 04월 18일","5,310.8","5,254.5","5,339.3","5,254.0","9.04K","1.07%"
"2019년 04월 17일","5,254.5","5,234.3","5,291.1","5,224.7","9.28K","0.39%"
"2019년 04월 16일","5,234.3","5,042.8","5,256.2","5,030.0","8.38K","3.67%"
"2019년 04월 15일","5,049.2","5,190.1","5,217.1","5,000.7","9.52K","-2.79%"
"2019년 04월 14일","5,194.3","5,103.7","5,209.0","5,064.2","4.15K","1.81%"
"2019년 04월 13일","5,101.8","5,114.1","5,160.8","5,075.3","5.21K","-0.24%"
"2019년 04월 12일","5,114.0","5,059.0","5,134.9","4,935.2","9.22K","0.95%"
"2019년 04월 11일","5,065.8","5,315.5","5,340.0","5,001.1","19.39K","-4.63%"
"2019년 04월 10일","5,311.7","5,213.0","5,487.4","5,200.5","15.78K","1.83%"
"2019년 04월 09일","5,216.3","5,312.4","5,312.5","5,173.5","11.90K","-1.81%"
"2019년 04월 08일","5,312.5","5,238.9","5,361.7","5,148.5","17.82K","1.42%"
"2019년 04월 07일","5,238.1","5,091.1","5,313.1","5,075.0","9.95K","2.90%"
"2019년 04월 06일","5,090.5","5,080.4","5,280.0","4,968.1","14.20K","0.20%"
"2019년 04월 05일","5,080.4","4,939.3","5,130.0","4,930.1","11.36K","2.87%"
"2019년 04월 04일","4,938.9","4,976.9","5,099.9","4,834.0","15.42K","-0.79%"
"2019년 04월 03일","4,978.0","4,929.3","5,330.1","4,849.1","44.28K","1.03%"
"2019년 04월 02일","4,927.1","4,196.9","5,079.4","4,189.7","54.14K","17.40%"
"2019년 04월 01일","4,196.8","4,167.5","4,220.8","4,127.2","7.01K","0.70%"
"2019년 03월 31일","4,167.6","4,165.1","4,181.4","4,153.1","2.27K","0.06%"
"2019년 03월 30일","4,165.1","4,179.1","4,210.0","4,117.2","6.63K","-0.33%"
"2019년 03월 29일","4,179.0","4,092.6","4,188.0","4,084.7","8.65K","2.11%"
"2019년 03월 28일","4,092.6","4,102.7","4,104.0","4,066.4","6.22K","-0.24%"
"2019년 03월 27일","4,102.5","3,992.7","4,109.6","3,979.6","7.93K","2.78%"
"2019년 03월 26일","3,991.7","3,970.0","3,994.8","3,951.0","5.09K","0.55%"
"2019년 03월 25일","3,970.0","4,041.4","4,049.9","3,939.1","6.70K","-1.77%"
"2019년 03월 24일","4,041.4","4,063.0","4,063.2","4,011.5","3.36K","-0.54%"
"2019년 03월 23일","4,063.2","4,045.2","4,076.3","4,038.5","4.37K","0.44%"
"2019년 03월 22일","4,045.3","4,044.8","4,064.6","4,035.1","4.84K","0.01%"
"2019년 03월 21일","4,044.8","4,127.2","4,138.7","4,005.2","11.82K","-2.00%"
"2019년 03월 20일","4,127.2","4,104.6","4,136.2","4,073.9","7.82K","0.55%"
"2019년 03월 19일","4,104.7","4,073.7","4,118.0","4,056.6","5.55K","0.77%"
"2019년 03월 18일","4,073.5","4,069.0","4,119.9","4,035.6","3.68K","0.11%"
"2019년 03월 17일","4,068.9","4,088.0","4,088.3","4,041.1","3.38K","-0.47%"
"2019년 03월 16일","4,088.0","4,003.1","4,152.7","4,003.1","13.94K","2.12%"
"2019년 03월 15일","4,003.1","3,948.3","4,011.0","3,948.3","6.72K","1.39%"
"2019년 03월 14일","3,948.3","3,946.2","4,000.1","3,882.8","8.30K","0.01%"
"2019년 03월 13일","3,947.9","3,954.9","3,972.1","3,925.1","5.51K","-0.16%"
"2019년 03월 12일","3,954.1","3,950.7","3,979.5","3,895.2","7.63K","0.13%"
"2019년 03월 11일","3,949.0","4,000.0","4,009.2","3,920.7","6.61K","-1.28%"
"2019년 03월 10일","4,000.0","4,017.3","4,017.3","3,961.8","4.67K","-0.43%"
"2019년 03월 09일","4,017.3","3,940.5","4,046.2","3,933.9","7.38K","1.95%"
"2019년 03월 08일","3,940.5","3,964.7","4,020.9","3,863.7","9.36K","-0.61%"
