,1,52,825,1027,1839,2010,3408,4172,4687,5426,other_total_market_cap,global
2013-11-11,3896133973.8464355,67191617.54549217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100074344.60807233,4063399936.0
2013-11-18,5961504811.29837,80536316.4243393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129979096.2772907,6172020224.0
2013-11-25,9302271683.532715,91799303.81690598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,388408884.650379,9782479872.0
2013-12-02,11478311241.82129,409530011.07442474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1246259227.1042852,13134100480.0
2013-12-09,9602479382.333374,284264088.5045929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,940457041.1620331,10827200512.0
2013-12-16,10676620439.015198,228375045.024971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1149804899.959831,12054800384.0
2013-12-23,7455667854.309082,168639403.01680756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,634822598.6741104,8259129856.0
2013-12-30,9037000601.14441,211515650.96548462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1078584163.8901055,10327100416.0
2014-01-06,11410379147.447205,197773723.81085587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1267547352.741939,12875700224.0
2014-01-13,10541542460.91919,171688006.43884277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1051869052.6419672,11765099520.0
2014-01-20,10704830267.202759,163282059.9568863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1135488056.8403547,12003600384.0
2014-01-27,10894423689.324951,157241411.74408722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1163135282.9309618,12214800384.0
2014-02-03,10174133094.992065,168326291.8711853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1074540549.1367497,11416999936.0
2014-02-10,8431675750.640869,135726706.45104218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,866977830.9080888,9434380288.0
2014-02-17,7620582454.431152,119537147.73652267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,857330125.8323253,8597449728.0
2014-02-24,7537076790.734863,120485538.70908737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,855537446.5560496,8513099776.0
2014-03-03,7013055761.564636,106244944.70364189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,906329501.7317221,8025630208.0
2014-03-10,7950816297.53418,114829165.9135437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1074685032.5522764,9140330496.0
2014-03-17,7901042491.983032,111814098.67271805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,981243633.34425,8994100224.0
2014-03-24,7061377145.251465,99053123.02091217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,941079875.7276229,8101510144.0
2014-03-31,5816914285.171509,75654239.154356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,618531379.674135,6511099904.0
2014-04-07,5821162238.774109,64598388.28355026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,587599244.9423407,6473359872.0
2014-04-14,5244345091.236877,46878783.16696358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,494045885.5961594,5785269760.0
2014-04-21,6307454584.918213,48515357.54716301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,670219881.534624,7026189824.0
2014-04-28,5470650460.922241,37559001.23046684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,525410505.8472922,6033619968.0
2014-05-05,5534139929.466248,39144677.93920612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,540905216.5945458,6114189824.0
2014-05-12,5591520314.794922,44946597.46996021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,559073055.7351178,6195539968.0
2014-05-19,5703762172.515106,46906956.908429146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,558580918.5764649,6309250048.0
2014-05-26,7322873545.275879,28672664.9708333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,678113949.7532877,8029660160.0
2014-06-02,8086619161.5234375,31940940.937208176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,693140121.5393543,8811700224.0
2014-06-09,8439072805.389404,31050877.873386383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,662105948.7372097,9132229632.0
2014-06-16,7645644474.316406,32893969.89228058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,616991539.7913134,8295529984.0
2014-06-23,7787154930.477905,32723627.789048195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630191457.7330468,8450070016.0
2014-06-30,7812042911.380005,31372387.626265526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,560074492.9937295,8403489792.0
2014-07-07,8253713718.658447,21960264.695806503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,508076160.6457465,8783750144.0
2014-07-14,8155149531.25,33664835.30856943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,543185889.4414306,8732000256.0
2014-07-21,8138524773.953247,42080453.46650982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,541894356.5802432,8722499584.0
2014-07-28,7765045722.738647,49695188.7639792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500898896.4973738,8315639808.0
2014-08-04,7677845259.356689,43025925.1064635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,506359023.5368475,8227230208.0
2014-08-11,7760291956.115723,41056899.15666502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,459681032.72761196,8261029888.0
2014-08-18,6465209602.4383545,42740407.927755244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326799941.6338903,6834749952.0
2014-08-25,6700098607.670593,42524758.81674952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,416356729.51265746,7158980096.0
2014-09-01,6313124152.076721,141640891.28061858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,391385100.64266044,6846150144.0
2014-09-08,6379403733.172607,136308704.6298347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,431267402.1975583,6946979840.0
2014-09-15,6339090877.085114,148636904.94312072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,474532185.9717653,6962259968.0
2014-09-22,5307361588.666534,132223261.05693276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,419615150.27653325,5859200000.0
2014-09-29,5022364916.041565,153048137.54599985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,424076994.4124352,5599490048.0
2014-10-06,4277427570.227051,138492762.75273472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,372649779.02021426,4788570112.0
2014-10-13,5055283159.8098755,140689537.09616336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400897447.0939611,5596870144.0
2014-10-20,5216564953.132629,143362751.2350679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,398832231.6323031,5758759936.0
2014-10-27,4764013751.013184,131794459.84133546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,362101549.1454805,5257909760.0
2014-11-03,4380942302.883911,135043440.68723375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,322364080.42885524,4838349824.0
2014-11-10,4884494937.3046875,142616206.49632472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,358768920.1989878,5385880064.0
2014-11-17,5245999858.861542,150186947.42953533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,368883017.7089227,5765069824.0
2014-11-24,4966079079.814148,265429262.7400706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,363341449.4457814,5594849792.0
2014-12-01,5128691628.189087,345987244.686888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,372641191.124025,5847320064.0
2014-12-08,5093175180.496979,456824663.4789152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,386660124.0241058,5936659968.0
2014-12-15,4781555061.856842,528529039.3636945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,363546106.7794635,5673630208.0
2014-12-22,4376893000.846863,770427639.4334733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,454329535.7196637,5601650176.0
2014-12-29,4339695193.963623,736586773.728922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,493157776.307455,5569439744.0
2015-01-05,3628493636.69281,586819716.1714941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,328906807.1356959,4544220160.0
2015-01-12,3649972765.979004,581825045.9305644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,306702284.0904316,4538500096.0
2015-01-19,2905412014.442444,485017960.83848476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263570152.71907124,3654000128.0
2015-01-26,3496652081.761551,513811417.4404919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314736372.7979571,4325199872.0
2015-02-02,3123002565.3427124,437941429.60470915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262386053.05257845,3823330048.0
2015-02-09,3086216080.8906555,460452508.53698206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250331346.57236245,3796999936.0
2015-02-16,3250246571.0601807,438597621.6646352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256065887.2751841,3944910080.0
2015-02-23,3272877197.2351074,418779221.66727984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247003677.09761277,3938660096.0
2015-03-02,3617339658.164978,390343976.14107823,143726.34043693542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276492639.3535068,4284320000.0
2015-03-09,3825259464.0625,317904935.34438837,251600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266014016.59311163,4409430016.0
2015-03-16,3983756725.9399414,345403169.27469105,251600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269228632.78536755,4598640128.0
2015-03-23,3742292198.815155,325392261.55102724,251600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266474179.63381776,4334410240.0
2015-03-30,3399503919.7551727,271202644.1499776,251600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249981868.0948497,3920940032.0
2015-04-06,3655987365.8485413,279160066.02232724,251600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249920904.12913147,4185319936.0
2015-04-13,3314279245.547104,274804482.13384545,251600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221624544.31905055,3810959872.0
2015-04-20,3132401718.1518555,250205126.89969411,251600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212181554.9484504,3595040000.0
2015-04-27,3093209736.5509033,247027857.90097132,251600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204310805.5481254,3544800000.0
2015-05-04,3394133213.5471344,257092404.32435995,251600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212302878.12850565,3863780096.0
2015-05-11,3399283518.2525635,235463011.21972358,251600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209211790.5277129,3844209920.0
2015-05-18,3357382023.573303,201897024.6906694,251600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221329255.7360276,3780859904.0
2015-05-25,3420472019.8898315,218342364.21743038,451600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266223935.89273813,3905489920.0
2015-06-01,3274367343.4497833,264068090.28341413,451600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261063046.26680258,3799950080.0
2015-06-08,3175514755.7144165,251019971.27378786,451600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,267373737.01179564,3694360064.0
2015-06-15,3331925638.8759613,259919813.26414016,451600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285893027.85989857,3878190080.0
2015-06-22,3488460580.682373,328489323.94998056,451600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352648543.36764646,4170050048.0
2015-06-29,3562783243.5951233,366544250.09795946,451600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,355190890.30691725,4284969984.0
2015-07-06,3890435026.817322,319758988.6084185,451600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,444654480.5742595,4655300096.0
2015-07-13,4468539069.32373,274746206.7940352,451600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,484653011.8822348,5228389888.0
2015-07-20,3938927416.6114807,258241239.79693797,451600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,387479519.59158134,4585099776.0
2015-07-27,4222215076.547241,258958195.86438456,451600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,442665175.58837444,4924290048.0
2015-08-03,4087614276.4663696,262601162.3899645,451600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,408183009.1436659,4758850048.0
2015-08-10,3843843093.0107117,281169629.1554177,451600.0,43130006.715620756,0.0,0.0,0.0,0.0,0.0,0.0,377025639.11824983,4545619968.0
2015-08-17,3749250712.44812,265281055.37522244,451600.0,95819595.61553851,0.0,0.0,0.0,0.0,0.0,0.0,374407148.5611191,4485210112.0
2015-08-24,3314634445.915222,240992392.99049303,451600.0,97791422.22911267,0.0,0.0,0.0,0.0,0.0,0.0,324710106.8651723,3978579968.0
2015-08-31,3335218377.5253296,261874271.8788466,451600.0,96250958.82497376,0.0,0.0,0.0,0.0,0.0,0.0,301974903.77085006,3995770112.0
2015-09-07,3499113997.8904724,256313996.49141598,451600.0,94585637.46112247,0.0,0.0,0.0,0.0,0.0,0.0,319294768.15698916,4169760000.0
2015-09-14,3369195197.1408844,277293893.9197774,451600.0,68814411.3058273,0.0,0.0,0.0,0.0,0.0,0.0,298204833.6335109,4013959936.0
2015-09-21,3383840060.0463867,247986397.26592815,451600.0,69045902.9041528,0.0,0.0,0.0,0.0,0.0,0.0,308805959.7835323,4010129920.0
2015-09-28,3413624918.6725616,212299067.9606979,451600.0,53201852.640453674,0.0,0.0,0.0,0.0,0.0,0.0,307922592.7262868,3987500032.0
2015-10-05,3497741536.946869,170152193.83707067,451600.0,49131581.467634454,0.0,0.0,0.0,0.0,0.0,0.0,308583119.7484259,4026060032.0
2015-10-12,3632108936.830902,168330977.32504177,451600.0,46864146.10838621,0.0,0.0,0.0,0.0,0.0,0.0,316294259.73567003,4164049920.0
2015-10-19,3859271425.4837036,164976020.39179355,451600.0,38321361.02227608,0.0,0.0,0.0,0.0,0.0,0.0,296969353.1022268,4359989760.0
2015-10-26,4187413198.5855103,151202493.23293972,451600.0,45991247.538242206,0.0,0.0,0.0,0.0,0.0,0.0,297571604.64330775,4682630144.0
2015-11-02,4820841334.213257,162328351.28289658,451600.0,78701626.83963752,0.0,0.0,0.0,0.0,0.0,0.0,364257055.6642089,5426579968.0
2015-11-09,5546231702.635956,154166179.34218013,451600.0,76992153.26826704,0.0,0.0,0.0,0.0,0.0,0.0,327128604.75359684,6104970240.0
2015-11-16,4746066188.812256,138016657.64634863,451600.0,67730699.8486385,0.0,0.0,0.0,0.0,0.0,0.0,293064773.6927569,5245329920.0
2015-11-23,4823705394.314575,141538484.0019452,451600.0,72484192.21953367,0.0,0.0,0.0,0.0,0.0,0.0,294940329.4639461,5333120000.0
2015-11-30,5534006986.001587,144155306.07556406,451600.0,66080466.75163654,0.0,0.0,0.0,0.0,0.0,0.0,328605609.1712124,6073299968.0
2015-12-07,5821148072.769165,178156235.42718542,951600.0,62950906.0834458,0.0,0.0,0.0,0.0,0.0,0.0,325403233.72020376,6388610048.0
2015-12-14,6480074346.290588,294257411.647879,951600.0,72176417.6196024,0.0,0.0,0.0,0.0,0.0,0.0,345300032.4419306,7192759808.0
2015-12-21,6636287835.9436035,209072009.15262336,951600.0,68521210.22971173,0.0,0.0,0.0,0.0,0.0,0.0,335197424.6740614,7250030080.0
2015-12-28,6356107482.189941,212902537.12872574,951600.0,64913216.03598216,0.0,0.0,0.0,0.0,0.0,0.0,332985388.6453511,6967860224.0
2016-01-04,6468181559.927368,201851729.8766697,951600.0,73853951.5456013,0.0,0.0,0.0,0.0,0.0,0.0,343171398.650361,7088010240.0
2016-01-11,6761093149.223328,199978959.98357597,1451600.0,76096519.17953345,0.0,0.0,0.0,0.0,0.0,0.0,352489915.6135626,7391110144.0
2016-01-18,5761942557.936096,176733050.24766582,1451600.0,101698540.69188693,0.0,0.0,0.0,0.0,0.0,0.0,338814507.12435126,6380640256.0
2016-01-25,6083903349.006653,175003582.74903354,1451610.7287406921,164312378.2237464,0.0,0.0,0.0,0.0,0.0,0.0,364049207.29182637,6788720128.0
2016-02-01,5596093514.382935,217038144.91383106,1451598.0965137482,177880782.4901934,0.0,0.0,0.0,0.0,0.0,0.0,379415896.1165268,6371879936.0
2016-02-08,5720103096.029663,284091920.73167914,1451600.0,228504539.51117748,0.0,0.0,0.0,0.0,0.0,0.0,393988875.72748035,6628140032.0
2016-02-15,6199850202.244568,292944425.4198975,1452868.587064743,410642754.8216006,0.0,0.0,0.0,0.0,0.0,0.0,446549620.92686915,7351439872.0
2016-02-22,6689197867.790222,276143410.1477631,1451600.0,360185281.658805,0.0,0.0,0.0,0.0,0.0,0.0,461961616.4032099,7788939776.0
2016-02-29,6614972353.372192,269150694.3258551,1451600.0,499586942.85586876,0.0,0.0,0.0,0.0,0.0,0.0,470118537.44608414,7855280128.0
2016-03-07,6233433919.315338,267088686.74447045,1451597.4908590317,886443149.9185331,0.0,0.0,0.0,0.0,0.0,0.0,481552566.53079945,7869969920.0
2016-03-14,6342791478.5217285,293987716.29422843,1451479.7342777252,1128182362.2633758,0.0,0.0,0.0,0.0,0.0,0.0,533976851.18638957,8300389888.0
2016-03-21,6341382966.238403,274018300.367608,1451588.4043530226,805993922.2996275,0.0,0.0,0.0,0.0,0.0,0.0,514163398.69000846,7937010176.0
2016-03-28,6553701498.641968,276384862.69990325,1451591.0,819007455.044842,0.0,0.0,0.0,0.0,0.0,0.0,554564352.6132867,8205109760.0
2016-04-04,6483908579.412842,258384965.94677463,1451591.0,914558628.5984235,0.0,0.0,0.0,0.0,0.0,0.0,572386027.0419599,8230689792.0
2016-04-11,6504290706.246185,204474411.0806562,1451590.7404353023,706074387.5940603,0.0,0.0,0.0,0.0,0.0,0.0,520008936.3386632,7936300032.0
2016-04-18,6604158106.283569,226742657.84367025,1451591.0,738916061.64632,0.0,0.0,0.0,0.0,0.0,0.0,527391423.2264407,8098659840.0
2016-04-25,7102483346.946716,252803634.2472727,1451591.0,635783539.7077935,0.0,0.0,0.0,0.0,0.0,0.0,553037952.0982178,8545560064.0
2016-05-02,7002605989.660645,236792610.3300711,1951591.0,708136995.4248579,0.0,0.0,0.0,0.0,0.0,0.0,536732589.584426,8486219776.0
2016-05-09,7112507359.680176,223243569.36411947,1951591.0,757999825.6865152,0.0,0.0,0.0,0.0,0.0,0.0,562097846.2691894,8657800192.0
2016-05-16,7114745849.776459,211332727.4504568,1951591.9305911064,798116463.1846611,0.0,0.0,0.0,0.0,0.0,0.0,565613495.657832,8691760128.0
2016-05-23,6842466300.5859375,206945767.65597573,1951591.0,1146472257.919081,0.0,0.0,0.0,0.0,0.0,0.0,579214194.8390058,8777050112.0
2016-05-30,8243968477.401733,197511749.30622983,1951591.0,992330848.9542631,0.0,0.0,0.0,0.0,0.0,0.0,782737429.337774,10218500096.0
2016-06-06,8977691640.063477,202050784.78806025,2951591.0,1130353803.1043715,0.0,0.0,0.0,0.0,0.0,0.0,829452533.0440912,11142500352.0
2016-06-13,10511932397.88208,204066510.1916795,2951594.5185706615,1276928144.445981,0.0,0.0,0.0,0.0,0.0,0.0,899621640.9616889,12895500288.0
2016-06-20,11976669911.672974,239363202.59328568,5951586.033605456,993505466.6590111,0.0,0.0,0.0,0.0,0.0,0.0,911009673.0411237,14126499840.0
2016-06-27,9882833693.476868,226279829.82755738,5951638.535490632,1124176225.8258686,0.0,0.0,0.0,0.0,0.0,0.0,857958740.3342154,12097200128.0
2016-07-04,10362656811.401367,234021150.03270453,5951591.0,954848213.4446931,0.0,0.0,0.0,0.0,0.0,0.0,924622458.1212354,12482100224.0
2016-07-11,10215201884.020752,235803127.27889317,5951587.097832859,895673423.8976758,0.0,0.0,0.0,0.0,0.0,0.0,947469561.7048461,12300099584.0
2016-07-18,10716779406.225586,231705426.11363518,6951591.0,917152982.3898897,0.0,0.0,0.0,0.0,0.0,0.0,1241610658.270889,13114200064.0
2016-07-25,10431889594.024658,223720663.50246862,6951591.0,1048923373.4267547,0.0,0.0,0.0,0.0,0.0,0.0,1242614490.0461187,12954099712.0
2016-08-01,9860616203.91504,211241354.15731964,6951326.64654243,981730761.4143159,0.0,0.0,0.0,0.0,0.0,0.0,1178360577.866782,12238900224.0
2016-08-08,9365430090.66211,219052352.59262457,6948513.229650736,903181125.0466174,0.0,0.0,0.0,0.0,0.0,0.0,1187488142.4689972,11682100224.0
2016-08-15,9021181804.980469,213097528.93909585,6951584.784793317,929555397.5419863,0.0,0.0,0.0,0.0,0.0,0.0,1161714163.7536554,11332500480.0
2016-08-22,9199420344.319336,215345901.13295338,6951591.0,930709393.1477846,0.0,0.0,0.0,0.0,0.0,0.0,1156172578.399926,11508599808.0
2016-08-29,9091825037.18042,211999288.41201335,6951591.0,910699430.7839409,0.0,0.0,0.0,0.0,0.0,0.0,1132624364.6236258,11354099712.0
2016-09-05,9652486007.033936,210058471.1459041,6951591.0,977164815.3215245,0.0,0.0,0.0,0.0,0.0,0.0,1234039531.4986353,12080700416.0
2016-09-12,9628561521.966064,206386470.64730304,6951590.95,976642706.5115058,0.0,0.0,0.0,0.0,0.0,0.0,1180757293.9251273,11999299584.0
2016-09-19,9681956384.871094,243069681.4958926,6951058.51396468,1045863357.8209864,0.0,0.0,0.0,0.0,0.0,0.0,1175059101.2980623,12152899584.0
2016-09-26,9545833714.691162,279129477.3153593,6951593.436082656,1110694718.8172348,0.0,0.0,0.0,0.0,0.0,0.0,1159790495.7401612,12102400000.0
2016-10-03,9714989222.478516,289638892.47777885,6951574.790462742,1116603094.9662058,0.0,0.0,0.0,0.0,0.0,0.0,1087016959.2870367,12215199744.0
2016-10-10,9816271929.533936,267572083.61391085,6951590.95,1022860288.5403365,0.0,0.0,0.0,0.0,0.0,0.0,1143044523.3618166,12256700416.0
2016-10-17,10221320530.722656,286613623.0846912,6951590.84999997,1016714263.9872137,0.0,0.0,0.0,0.0,0.0,0.0,1104499575.3554392,12636099584.0
2016-10-24,10473535152.432129,334725439.05493253,6951589.73271693,1026406803.050459,0.0,0.0,0.0,0.0,0.0,0.0,1098681303.7297626,12940300288.0
2016-10-31,11207204436.206543,284730276.11657625,6951589.73271693,960011274.297653,0.0,0.0,0.0,0.0,0.0,0.0,1052502871.6465108,13511400448.0
2016-11-07,11344832652.172852,292207644.3843274,6951596.190962517,934534534.7367755,0.0,0.0,0.0,0.0,0.0,0.0,1057073956.5150826,13635600384.0
2016-11-14,11214637119.143555,295226915.71792364,6951589.79627301,867753308.8308432,0.0,0.0,0.0,0.0,0.0,0.0,1057930650.5114051,13442499584.0
2016-11-21,11698908605.0766,274337412.15988106,6951589.79627301,825381008.6169418,0.0,0.0,0.0,0.0,0.0,0.0,1011421320.3503041,13816999936.0
2016-11-28,11727839066.159058,254074290.77568313,6951590.624967091,777311559.1960195,0.0,0.0,0.0,0.0,0.0,0.0,1031123717.2442722,13797300224.0
2016-12-05,12393107443.472656,234832294.57062712,6952781.383348432,641820062.4507776,0.0,0.0,0.0,0.0,0.0,0.0,1020887418.1225909,14297600000.0
2016-12-12,12349844393.481445,242743377.7235723,6951604.637766304,711347745.5021372,0.0,0.0,0.0,0.0,0.0,0.0,1030413102.6550792,14341300224.0
2016-12-19,12691105639.003967,235601292.45044145,6951635.299446966,685054678.7784681,0.0,0.0,0.0,0.0,0.0,0.0,1081086306.4676764,14699799552.0
2016-12-26,14407791719.659424,231979904.5338693,6951653.530716548,622438653.8564928,0.0,0.0,0.0,0.0,0.0,0.0,1178538036.4194973,16447699968.0
2017-01-02,16055108982.560791,232066815.692825,9951673.95013079,714900119.5318537,0.0,0.0,0.0,0.0,0.0,0.0,1310773048.2643995,18322800640.0
2017-01-09,14694874480.175781,226699924.63818392,14951719.155715933,904684776.9697642,0.0,0.0,0.0,0.0,0.0,0.0,1292988907.060555,17134199808.0
2017-01-16,13234596459.614868,248105990.93010142,14951820.356441503,869126437.2207325,0.0,0.0,0.0,0.0,0.0,0.0,1240819419.8778565,15607600128.0
2017-01-23,14918751625.01532,247604080.35252017,14951740.544138173,944155644.4899355,0.0,0.0,0.0,0.0,0.0,0.0,1346936269.598086,17472399360.0
2017-01-30,14844939255.07666,235961057.2239218,14951694.202556655,927414854.2310182,0.0,0.0,0.0,0.0,0.0,0.0,1427732947.2658434,17450999808.0
2017-02-06,16605348260.835327,237318382.1066998,24951571.4911833,1005938810.9407663,0.0,0.0,0.0,0.0,0.0,0.0,1540342238.6260235,19413899264.0
2017-02-13,16141499397.039795,232161007.35212365,24950976.6696458,1011081069.7130568,0.0,0.0,0.0,0.0,0.0,0.0,1483007197.2253788,18892699648.0
2017-02-20,16960221413.659668,217801971.3086124,24948417.206614323,1136601687.6689377,0.0,0.0,0.0,0.0,0.0,0.0,1520926990.1561675,19860500480.0
2017-02-27,18837184559.161377,210425533.2847765,24951131.798260428,1294776572.7431202,0.0,0.0,0.0,0.0,0.0,0.0,1521761979.012466,21889099776.0
2017-03-06,20531880759.979248,229279898.36490571,24951196.70072583,1725361863.8892603,0.0,0.0,0.0,0.0,0.0,0.0,1760625609.0658603,24272099328.0
2017-03-13,19807623710.321045,233852544.19517902,34953027.37873885,2108301800.4489362,0.0,0.0,0.0,0.0,0.0,0.0,2075369013.656101,24260100096.0
2017-03-20,16829809130.126953,258207923.02307582,44952930.968056895,4031276256.4231215,0.0,0.0,0.0,0.0,0.0,0.0,2669153055.4587927,23833399296.0
2017-03-27,15785013324.03125,354513874.47399884,44951383.06110668,4624994194.366285,0.0,0.0,0.0,0.0,0.0,0.0,2728527096.0673594,23537999872.0
2017-04-03,17924628824.157715,2261803501.7413297,55002827.328760095,4411029754.118607,0.0,0.0,0.0,0.0,0.0,0.0,3067335924.6535883,27719800832.0
2017-04-10,19311221909.74414,1280147973.860475,54948663.24715412,3919525800.0262957,0.0,0.0,0.0,0.0,0.0,0.0,3275556485.1219354,27841400832.0
2017-04-17,19260395207.446045,1253564034.9805725,50715115.59274529,4417310840.980532,0.0,0.0,0.0,0.0,0.0,0.0,3842615377.0001054,28824600576.0
2017-04-24,19705450918.90869,1183367334.636136,50423200.82357893,4446467899.083973,0.0,0.0,0.0,0.0,0.0,0.0,4225591510.547622,29611300864.0
2017-05-01,21981770171.626953,1954088734.9566734,59034021.79563828,7234067717.197237,0.0,0.0,0.0,0.0,0.0,0.0,5705941114.423498,36934901760.0
2017-05-08,26056541056.222534,5375275736.025632,60466373.02213785,8569063495.611302,0.0,0.0,0.0,0.0,0.0,0.0,8427551899.118394,48488898560.0
2017-05-15,29532572668.725952,8429953854.3671255,61184244.41554722,8316928343.444083,0.0,0.0,0.0,0.0,0.0,0.0,8827958905.047293,55168598016.0
2017-05-22,33393668309.841064,13039525988.06748,62677241.72436358,14522111821.56101,0.0,0.0,0.0,0.0,0.0,0.0,12945118846.806082,73963102208.0
2017-05-29,35323600765.833984,8689834698.854504,109529331.27025656,15654637354.047546,0.0,0.0,0.0,0.0,0.0,0.0,12744199577.99371,72521801728.0
2017-06-05,41133992638.79297,11581177133.389658,106011947.13806817,22615798636.1677,0.0,0.0,0.0,0.0,0.0,0.0,17587922812.511604,93024903168.0
2017-06-12,48391182554.25,10465972550.085367,128293025.77873503,31525273276.563,0.0,0.0,0.0,0.0,0.0,0.0,21993275009.3229,112503996416.0
