기준분기,연령대,소득추정등급,"대출금액합계<미적용, 십만원>","차주수합계<미적용, 명>"
2015Q3,40대,15,1115506,1783
2015Q3,50대,00,336284,1441
2015Q3,50대,01,9282814,3704
2015Q3,50대,02,6914952,3424
2015Q3,50대,03,10188439,7206
2015Q3,50대,04,5911796,4878
2015Q3,50대,05,8201527,8139
2015Q3,50대,06,8443295,9529
2015Q3,50대,07,10574768,14455
2015Q3,50대,08,9523458,16976
2015Q3,50대,09,7444860,16042
2015Q3,50대,10,2335918,6146
2015Q3,50대,11,1079894,2364
2015Q3,50대,12,319754,908
2015Q3,50대,13,1039807,1545
2015Q3,50대,14,1032476,1456
2015Q3,50대,15,1041578,1340
2015Q3,60대,00,77333,350
2015Q3,60대,01,2474321,770
2015Q3,60대,02,1710957,650
2015Q3,60대,03,2558655,1386
2015Q3,60대,04,2017744,1230
2015Q3,60대,05,2770319,2132
2015Q3,60대,06,3387668,3563
2015Q3,60대,07,3551026,4209
2015Q3,60대,08,5358226,8384
2015Q3,60대,09,3937001,8011
2015Q3,60대,10,2351999,5433
2015Q3,60대,11,904486,2264
2015Q3,60대,12,469404,1051
2015Q3,60대,13,1010626,2583
2015Q3,60대,14,563812,1172
2015Q3,60대,15,483038,702
2015Q3,70세 이상,00,127198,258
2015Q3,70세 이상,01,440144,85
2015Q3,70세 이상,02,116225,25
2015Q3,70세 이상,03,130023,48
2015Q3,70세 이상,04,51509,29
2015Q3,70세 이상,05,91902,74
2015Q3,70세 이상,06,113029,114
2015Q3,70세 이상,07,175896,132
2015Q3,70세 이상,08,117649,211
2015Q3,70세 이상,09,217982,286
2015Q3,70세 이상,10,85184,166
2015Q3,70세 이상,11,76500,112
2015Q3,70세 이상,12,25134,41
2015Q3,70세 이상,13,8773878,12247
2015Q3,70세 이상,14,2493430,4726
2015Q3,70세 이상,15,305639,730
2015Q4,20대,00,58966,435
2015Q4,20대,01,7298,13
2015Q4,20대,02,25511,31
2015Q4,20대,03,111395,135
2015Q4,20대,04,100393,122
2015Q4,20대,05,185630,272
2015Q4,20대,06,511262,865
2015Q4,20대,07,498688,699
2015Q4,20대,08,1270651,3358
2015Q4,20대,09,1414277,4091
2015Q4,20대,10,759479,2023
2015Q4,20대,11,1129333,4122
2015Q4,20대,12,946933,4415
2015Q4,20대,13,1611447,10182
2015Q4,20대,14,1838149,15008
2015Q4,20대,15,883014,8696
2015Q4,30대,00,438089,2348
2015Q4,30대,01,1638811,836
2015Q4,30대,02,1535620,869
2015Q4,30대,03,3704409,2481
2015Q4,30대,04,2678047,1913
2015Q4,30대,05,5207454,4779
2015Q4,30대,06,6816910,7123
2015Q4,30대,07,7014406,8292
2015Q4,30대,08,10192574,17174
2015Q4,30대,09,8962816,17519
2015Q4,30대,10,3708609,8127
2015Q4,30대,11,3516472,9064
2015Q4,30대,12,1540311,4397
2015Q4,30대,13,1474909,4222
2015Q4,30대,14,1975052,5904
2015Q4,30대,15,980987,2167
2015Q4,40대,00,604501,2727
2015Q4,40대,01,8629511,4079
2015Q4,40대,02,6480803,3524
2015Q4,40대,03,12696462,9030
2015Q4,40대,04,7428340,6516
2015Q4,40대,05,9648449,9611
2015Q4,40대,06,11437779,13803
2015Q4,40대,07,11843514,17485
2015Q4,40대,08,10994456,20703
2015Q4,40대,09,7921950,17873
2015Q4,40대,10,2205713,5098
2015Q4,40대,11,1757900,4184
2015Q4,40대,12,650576,1428
2015Q4,40대,13,1123831,2084
2015Q4,40대,14,1345459,2225
2015Q4,40대,15,1267974,1972
2015Q4,50대,00,339551,1443
2015Q4,50대,01,9761750,3851
2015Q4,50대,02,7182196,3593
2015Q4,50대,03,10531350,7446
2015Q4,50대,04,6227977,5038
2015Q4,50대,05,8572119,8372
2015Q4,50대,06,8737028,9703
2015Q4,50대,07,10986943,14736
2015Q4,50대,08,9642319,17124
2015Q4,50대,09,7598914,15702
2015Q4,50대,10,2342762,6042
2015Q4,50대,11,1066071,2383
2015Q4,50대,12,346496,929
2015Q4,50대,13,1073174,1585
2015Q4,50대,14,1118713,1567
2015Q4,50대,15,1303489,1539
2015Q4,60대,00,74119,339
2015Q4,60대,01,2577257,811
2015Q4,60대,02,1780236,642
2015Q4,60대,03,2590193,1404
2015Q4,60대,04,2029751,1232
2015Q4,60대,05,2801898,2134
2015Q4,60대,06,3667514,3636
2015Q4,60대,07,3705720,4282
2015Q4,60대,08,5287987,8419
2015Q4,60대,09,4032643,7902
2015Q4,60대,10,2356604,5276
2015Q4,60대,11,952568,2276
2015Q4,60대,12,506903,1103
2015Q4,60대,13,1021305,2536
2015Q4,60대,14,629811,1219
2015Q4,60대,15,591892,786
2015Q4,70세 이상,00,125411,248
2015Q4,70세 이상,01,456311,83
2015Q4,70세 이상,02,49458,12
2015Q4,70세 이상,03,83018,29
2015Q4,70세 이상,04,31677,16
2015Q4,70세 이상,05,78766,45
2015Q4,70세 이상,06,69590,44
2015Q4,70세 이상,07,82084,63
2015Q4,70세 이상,08,49173,68
2015Q4,70세 이상,09,119675,119
2015Q4,70세 이상,10,32906,42
2015Q4,70세 이상,11,58590,67
2015Q4,70세 이상,12,32434,22
2015Q4,70세 이상,13,9196063,12467
2015Q4,70세 이상,14,2563898,4755
2015Q4,70세 이상,15,315534,736
2016Q1,20대,00,73295,665
2016Q1,20대,01,26872,23
2016Q1,20대,02,47944,41
2016Q1,20대,03,129544,153
2016Q1,20대,04,118366,142
2016Q1,20대,05,195392,309
2016Q1,20대,06,572849,910
2016Q1,20대,07,496192,715
2016Q1,20대,08,1326299,3479
2016Q1,20대,09,1503496,4209
2016Q1,20대,10,827588,2306
2016Q1,20대,11,1256614,4450
2016Q1,20대,12,1028212,4602
2016Q1,20대,13,1607582,10372
2016Q1,20대,14,1889336,14982
2016Q1,20대,15,976219,9081
2016Q1,30대,00,451745,2391
2016Q1,30대,01,1942657,958
2016Q1,30대,02,1541788,911
2016Q1,30대,03,3851863,2563
2016Q1,30대,04,2677343,1949
2016Q1,30대,05,5175440,4665
2016Q1,30대,06,6643748,6832
2016Q1,30대,07,6982968,8187
2016Q1,30대,08,9890354,16577
2016Q1,30대,09,8924659,17042
2016Q1,30대,10,3695581,7910
2016Q1,30대,11,3685760,8911
2016Q1,30대,12,1578412,4278
2016Q1,30대,13,1582517,4187
2016Q1,30대,14,2201200,5993
2016Q1,30대,15,1361002,2595
2016Q1,40대,00,602944,2708
2016Q1,40대,01,9018293,4271
2016Q1,40대,02,6233382,3409
2016Q1,40대,03,11869207,8625
2016Q1,40대,04,7243039,6185
2016Q1,40대,05,9336395,9277
2016Q1,40대,06,10873687,13141
2016Q1,40대,07,11743048,16820
2016Q1,40대,08,10514905,19711
2016Q1,40대,09,7799131,17060
2016Q1,40대,10,2280824,4981
2016Q1,40대,11,1959818,4259
2016Q1,40대,12,768520,1468
2016Q1,40대,13,1341575,2193
2016Q1,40대,14,1758487,2585
2016Q1,40대,15,1866078,2483
2016Q1,50대,00,369578,1501
2016Q1,50대,01,10351884,4270
2016Q1,50대,02,6930794,3628
2016Q1,50대,03,10617459,7485
2016Q1,50대,04,6156965,5111
2016Q1,50대,05,8295182,8354
2016Q1,50대,06,8966427,9891
2016Q1,50대,07,10974270,14757
2016Q1,50대,08,10038034,17393
2016Q1,50대,09,7549352,15393
2016Q1,50대,10,2414234,5980
2016Q1,50대,11,1315467,2538
2016Q1,50대,12,389078,961
2016Q1,50대,13,1285018,1708
2016Q1,50대,14,1369831,1824
2016Q1,50대,15,1962256,2120
2016Q1,60대,00,76224,359
2016Q1,60대,01,2903331,950
2016Q1,60대,02,1759379,729
2016Q1,60대,03,2823674,1545
2016Q1,60대,04,2192558,1346
2016Q1,60대,05,3073633,2303
2016Q1,60대,06,3678989,3817
2016Q1,60대,07,4050802,4756
2016Q1,60대,08,5674088,8893
2016Q1,60대,09,4278460,8278
2016Q1,60대,10,2367915,5296
2016Q1,60대,11,984070,2313
2016Q1,60대,12,552256,1146
2016Q1,60대,13,1089752,2594
2016Q1,60대,14,815313,1361
2016Q1,60대,15,918311,1057
2016Q1,70세 이상,00,108559,228
2016Q1,70세 이상,01,573620,103
2016Q1,70세 이상,02,64995,18
2016Q1,70세 이상,03,101854,43
2016Q1,70세 이상,04,40170,24
2016Q1,70세 이상,05,113863,72
2016Q1,70세 이상,06,90675,81
2016Q1,70세 이상,07,145168,105
2016Q1,70세 이상,08,115702,161
2016Q1,70세 이상,09,210342,209
2016Q1,70세 이상,10,74045,103
2016Q1,70세 이상,11,75627,94
2016Q1,70세 이상,12,46211,46
2016Q1,70세 이상,13,8828398,12083
2016Q1,70세 이상,14,2665339,4885
2016Q1,70세 이상,15,403596,783
2016Q2,20대,00,71715,501
2016Q2,20대,01,20654,19
2016Q2,20대,02,59478,49
2016Q2,20대,03,118140,149
2016Q2,20대,04,136110,152
2016Q2,20대,05,192117,310
2016Q2,20대,06,604804,849
2016Q2,20대,07,462189,661
2016Q2,20대,08,1347828,3293
2016Q2,20대,09,1532277,4249
2016Q2,20대,10,832550,2206
2016Q2,20대,11,1201850,4245
2016Q2,20대,12,988391,4371
2016Q2,20대,13,1708911,10202
2016Q2,20대,14,1971661,15269
2016Q2,20대,15,916979,8906
2016Q2,30대,00,474263,2484
2016Q2,30대,01,2128941,998
2016Q2,30대,02,1700284,939
2016Q2,30대,03,3983513,2634
2016Q2,30대,04,2933854,2057
2016Q2,30대,05,5403101,4638
2016Q2,30대,06,6703016,6556
2016Q2,30대,07,7320936,8341
2016Q2,30대,08,10058240,16066
2016Q2,30대,09,9753626,17891
2016Q2,30대,10,3909272,8278
2016Q2,30대,11,3741945,9050
2016Q2,30대,12,1676308,4451
2016Q2,30대,13,1698965,4342
2016Q2,30대,14,2344410,6173
2016Q2,30대,15,1492988,2771
2016Q2,40대,00,643559,2802
2016Q2,40대,01,9470176,4327
2016Q2,40대,02,6399909,3425
2016Q2,40대,03,12327386,8733
2016Q2,40대,04,7609234,6442
2016Q2,40대,05,9857655,9464
2016Q2,40대,06,11309979,13262
2016Q2,40대,07,12086903,17050
2016Q2,40대,08,10961118,19830
2016Q2,40대,09,8009215,17133
2016Q2,40대,10,2271771,4973
2016Q2,40대,11,2053180,4401
2016Q2,40대,12,804551,1491
2016Q2,40대,13,1423690,2267
2016Q2,40대,14,1908143,2739
2016Q2,40대,15,2088027,2697
2016Q2,50대,00,389802,1485
2016Q2,50대,01,10335160,4140
2016Q2,50대,02,6846083,3581
2016Q2,50대,03,10467445,7234
2016Q2,50대,04,6039945,5104
2016Q2,50대,05,8386392,8358
2016Q2,50대,06,9038504,9851
2016Q2,50대,07,11281442,14588
2016Q2,50대,08,10185686,17344
2016Q2,50대,09,7417877,14880
2016Q2,50대,10,2531469,6010
2016Q2,50대,11,1317334,2538
2016Q2,50대,12,406890,937
2016Q2,50대,13,1305748,1722
2016Q2,50대,14,1442000,1873
2016Q2,50대,15,2052289,2225
2016Q2,60대,00,71728,365
2016Q2,60대,01,2832307,898
2016Q2,60대,02,1634441,660
2016Q2,60대,03,3210023,1481
2016Q2,60대,04,2123962,1326
2016Q2,60대,05,3030023,2240
2016Q2,60대,06,3774951,3839
2016Q2,60대,07,4146776,4755
2016Q2,60대,08,5748063,8967
2016Q2,60대,09,4480369,8297
2016Q2,60대,10,2343981,5302
2016Q2,60대,11,1002644,2300
2016Q2,60대,12,547862,1146
2016Q2,60대,13,1149087,2660
2016Q2,60대,14,850588,1376
2016Q2,60대,15,980806,1126
2016Q2,70세 이상,00,118258,236
2016Q2,70세 이상,01,573545,113
2016Q2,70세 이상,02,68568,24
2016Q2,70세 이상,03,100261,46
2016Q2,70세 이상,04,36904,28
2016Q2,70세 이상,05,125189,79
2016Q2,70세 이상,06,159803,132
2016Q2,70세 이상,07,155314,138
2016Q2,70세 이상,08,146931,216
2016Q2,70세 이상,09,258254,294
2016Q2,70세 이상,10,109225,145
2016Q2,70세 이상,11,81136,119
2016Q2,70세 이상,12,59367,58
2016Q2,70세 이상,13,9198804,12424
2016Q2,70세 이상,14,2711558,4920
2016Q2,70세 이상,15,465632,779
2016Q3,20대,00,72368,507
2016Q3,20대,01,28042,24
2016Q3,20대,02,49121,47
2016Q3,20대,03,130731,157
2016Q3,20대,04,142037,155
2016Q3,20대,05,208935,325
2016Q3,20대,06,560162,831
2016Q3,20대,07,486392,671
2016Q3,20대,08,1382382,3312
2016Q3,20대,09,1530176,4233
2016Q3,20대,10,900228,2288
2016Q3,20대,11,1222340,4275
2016Q3,20대,12,1036358,4406
2016Q3,20대,13,1700525,10217
2016Q3,20대,14,1960581,14915
2016Q3,20대,15,959309,8705
2016Q3,30대,00,485773,2517
2016Q3,30대,01,2347088,1041
2016Q3,30대,02,1718069,970
2016Q3,30대,03,3757302,2536
2016Q3,30대,04,2906105,2021
2016Q3,30대,05,5234585,4385
2016Q3,30대,06,6437650,6253
2016Q3,30대,07,7309501,8068
2016Q3,30대,08,10397777,15670
2016Q3,30대,09,10471598,18217
2016Q3,30대,10,4061809,8240
2016Q3,30대,11,4040761,9103
2016Q3,30대,12,1774509,4531
2016Q3,30대,13,2056459,4672
2016Q3,30대,14,2465840,6316
2016Q3,30대,15,1564886,2872
2016Q3,40대,00,676611,2874
2016Q3,40대,01,9858715,4564
2016Q3,40대,02,6102910,3319
2016Q3,40대,03,11921775,8280
2016Q3,40대,04,7493813,6209
2016Q3,40대,05,10536202,9712
2016Q3,40대,06,11461985,13259
2016Q3,40대,07,12573643,17182
2016Q3,40대,08,11565004,20088
2016Q3,40대,09,8364508,16954
2016Q3,40대,10,2441546,5121
2016Q3,40대,11,2293491,4580
2016Q3,40대,12,851393,1488
2016Q3,40대,13,1670405,2384
2016Q3,40대,14,1960929,2844
2016Q3,40대,15,2025349,2645
2016Q3,50대,00,418514,1582
2016Q3,50대,01,10750751,4490
2016Q3,50대,02,6826619,3545
2016Q3,50대,03,10859254,7338
2016Q3,50대,04,6533904,5198
2016Q3,50대,05,8990335,8754
2016Q3,50대,06,9289874,10121
2016Q3,50대,07,11485052,14986
2016Q3,50대,08,10507475,17687
2016Q3,50대,09,7608210,14927
2016Q3,50대,10,2524235,6057
2016Q3,50대,11,1360596,2586
2016Q3,50대,12,455665,968
2016Q3,50대,13,1458182,1839
2016Q3,50대,14,1445441,1951
2016Q3,50대,15,2083817,2316
2016Q3,60대,00,74976,378
2016Q3,60대,01,3054697,990
2016Q3,60대,02,1621160,676
2016Q3,60대,03,3234774,1532
2016Q3,60대,04,2236430,1370
2016Q3,60대,05,3278787,2417
2016Q3,60대,06,4106071,4110
2016Q3,60대,07,4237410,4889
2016Q3,60대,08,6141338,9196
2016Q3,60대,09,4655523,8559
2016Q3,60대,10,2301663,5216
2016Q3,60대,11,1061823,2225
2016Q3,60대,12,593585,1196
2016Q3,60대,13,1175401,2633
2016Q3,60대,14,820117,1396
2016Q3,60대,15,939944,1112
2016Q3,70세 이상,00,121888,236
2016Q3,70세 이상,01,591143,120
2016Q3,70세 이상,02,89068,24
2016Q3,70세 이상,03,90011,34
2016Q3,70세 이상,04,12428,12
2016Q3,70세 이상,05,111929,55
2016Q3,70세 이상,06,110415,50
2016Q3,70세 이상,07,61019,55
2016Q3,70세 이상,08,44658,50
2016Q3,70세 이상,09,132210,106
2016Q3,70세 이상,10,44858,30
2016Q3,70세 이상,11,85605,71
2016Q3,70세 이상,12,29818,25
2016Q3,70세 이상,13,9308809,12668
2016Q3,70세 이상,14,2841039,5056
2016Q3,70세 이상,15,438525,744
2016Q4,20대,00,79360,551
2016Q4,20대,01,27409,29
2016Q4,20대,02,58203,48
2016Q4,20대,03,167629,178
2016Q4,20대,04,141937,165
2016Q4,20대,05,253519,358
2016Q4,20대,06,610823,877
2016Q4,20대,07,507253,698
2016Q4,20대,08,1539159,3533
2016Q4,20대,09,1635803,4414
2016Q4,20대,10,951273,2310
2016Q4,20대,11,1304886,4339
2016Q4,20대,12,1091587,4499
2016Q4,20대,13,1710300,10022
2016Q4,20대,14,2047337,14847
2016Q4,20대,15,942264,8452
2016Q4,30대,00,504363,2613
2016Q4,30대,01,2480810,1119
2016Q4,30대,02,2033149,1095
2016Q4,30대,03,4579733,2808
2016Q4,30대,04,3164451,2131
2016Q4,30대,05,6006486,4763
2016Q4,30대,06,7195371,6675
2016Q4,30대,07,7990625,8549
2016Q4,30대,08,10915041,16055
2016Q4,30대,09,10240101,17804
2016Q4,30대,10,4151770,8185
2016Q4,30대,11,3980496,8919
2016Q4,30대,12,1811601,4426
2016Q4,30대,13,1753288,4356
2016Q4,30대,14,2365474,6073
2016Q4,30대,15,1577018,2836
2016Q4,40대,00,685239,2884
2016Q4,40대,01,10770594,4764
2016Q4,40대,02,6673285,3547
2016Q4,40대,03,12448817,8574
2016Q4,40대,04,8143213,6510
2016Q4,40대,05,10475724,9619
2016Q4,40대,06,11484291,13213
2016Q4,40대,07,12285761,16724
2016Q4,40대,08,11332955,19419
2016Q4,40대,09,7761862,16052
2016Q4,40대,10,2303685,4769
2016Q4,40대,11,2141654,4298
2016Q4,40대,12,885348,1483
2016Q4,40대,13,1426128,2221
2016Q4,40대,14,1937306,2787
2016Q4,40대,15,2061043,2651
2016Q4,50대,00,428890,1643
2016Q4,50대,01,11160305,4696
2016Q4,50대,02,7384228,3806
2016Q4,50대,03,11302360,7589
2016Q4,50대,04,6730133,5321
2016Q4,50대,05,9201605,8779
2016Q4,50대,06,9626418,10341
2016Q4,50대,07,11427556,14923
2016Q4,50대,08,10741023,17839
2016Q4,50대,09,7449775,14464
2016Q4,50대,10,2543373,6033
2016Q4,50대,11,1363049,2607
2016Q4,50대,12,482743,986
2016Q4,50대,13,1341176,1753
2016Q4,50대,14,1580847,2034
2016Q4,50대,15,2168327,2405
2016Q4,60대,00,85436,397
2016Q4,60대,01,3235708,1066
2016Q4,60대,02,1840461,741
2016Q4,60대,03,3372543,1603
2016Q4,60대,04,2300348,1466
2016Q4,60대,05,3413442,2491
2016Q4,60대,06,4251633,4304
2016Q4,60대,07,4638206,5247
2016Q4,60대,08,6160257,9420
2016Q4,60대,09,4761094,8634
2016Q4,60대,10,2382959,5198
2016Q4,60대,11,1126672,2252
2016Q4,60대,12,560242,1205
2016Q4,60대,13,1201700,2604
2016Q4,60대,14,871640,1433
2016Q4,60대,15,938773,1150
2016Q4,70세 이상,00,135545,242
2016Q4,70세 이상,01,601434,127
2016Q4,70세 이상,02,125156,36
2016Q4,70세 이상,03,229260,61
2016Q4,70세 이상,04,52852,39
2016Q4,70세 이상,05,152383,85
2016Q4,70세 이상,06,160769,128
2016Q4,70세 이상,07,150750,158
2016Q4,70세 이상,08,192625,255
2016Q4,70세 이상,09,211803,299
2016Q4,70세 이상,10,130887,173
2016Q4,70세 이상,11,103565,116
2016Q4,70세 이상,12,38581,56
2016Q4,70세 이상,13,9258414,12280
2016Q4,70세 이상,14,2981977,5061
2016Q4,70세 이상,15,447999,762
2017Q1,20대,00,80433,691
2017Q1,20대,01,28229,37
2017Q1,20대,02,67486,52
2017Q1,20대,03,158248,164
2017Q1,20대,04,124593,157
2017Q1,20대,05,212987,338
2017Q1,20대,06,519437,780
2017Q1,20대,07,450095,619
2017Q1,20대,08,1469918,3382
2017Q1,20대,09,1582472,4305
2017Q1,20대,10,881434,2277
2017Q1,20대,11,1193441,4102
2017Q1,20대,12,976615,4277
2017Q1,20대,13,1662230,10134
2017Q1,20대,14,1960204,14339
2017Q1,20대,15,928673,8348
2017Q1,30대,00,521680,2630
2017Q1,30대,01,2408597,1103
2017Q1,30대,02,2007114,1103
2017Q1,30대,03,4701288,2870
2017Q1,30대,04,3314951,2186
2017Q1,30대,05,5860241,4689
2017Q1,30대,06,7315570,6720
2017Q1,30대,07,8091468,8447
2017Q1,30대,08,10911017,15896
2017Q1,30대,09,10050456,17492
2017Q1,30대,10,4184276,8134
2017Q1,30대,11,3934416,8780
2017Q1,30대,12,1838848,4423
2017Q1,30대,13,1792277,4391
2017Q1,30대,14,2419639,6156
2017Q1,30대,15,1662349,2935
2017Q1,40대,00,740574,3044
2017Q1,40대,01,11297920,5029
2017Q1,40대,02,7124325,3771
2017Q1,40대,03,13134569,8983
2017Q1,40대,04,8452367,6686
2017Q1,40대,05,10724844,9853
2017Q1,40대,06,12091678,13414
2017Q1,40대,07,12604849,17163
2017Q1,40대,08,11470776,19733
2017Q1,40대,09,7993871,16153
2017Q1,40대,10,2404611,4925
2017Q1,40대,11,2326487,4523
2017Q1,40대,12,934456,1520
2017Q1,40대,13,1476556,2295
2017Q1,40대,14,2111936,3014
2017Q1,40대,15,2230535,2875
2017Q1,50대,00,437546,1688
2017Q1,50대,01,11633863,4834
2017Q1,50대,02,7530435,3945
2017Q1,50대,03,11057571,7664
2017Q1,50대,04,6872141,5364
2017Q1,50대,05,9370983,8786
2017Q1,50대,06,9797657,10271
2017Q1,50대,07,11385861,14763
2017Q1,50대,08,10746358,17836
2017Q1,50대,09,7539579,14425
2017Q1,50대,10,2555487,6004
2017Q1,50대,11,1385289,2627
2017Q1,50대,12,528951,1019
2017Q1,50대,13,1303588,1766
2017Q1,50대,14,1639297,2095
2017Q1,50대,15,2278853,2504
2017Q1,60대,00,84101,378
2017Q1,60대,01,3223166,1103
2017Q1,60대,02,1830569,726
2017Q1,60대,03,3334044,1578
2017Q1,60대,04,2273170,1417
2017Q1,60대,05,3485513,2490
2017Q1,60대,06,4165332,4178
2017Q1,60대,07,4645027,5204
2017Q1,60대,08,6253725,9455
2017Q1,60대,09,4785606,8684
2017Q1,60대,10,2278109,4942
2017Q1,60대,11,1111954,2209
2017Q1,60대,12,577144,1218
2017Q1,60대,13,1171931,2593
2017Q1,60대,14,872174,1446
2017Q1,60대,15,987008,1192
2017Q1,70세 이상,00,133382,238
2017Q1,70세 이상,01,653003,126
2017Q1,70세 이상,02,105681,33
2017Q1,70세 이상,03,105422,41
2017Q1,70세 이상,04,47145,31
2017Q1,70세 이상,05,142035,88
2017Q1,70세 이상,06,169807,124
2017Q1,70세 이상,07,167933,142
2017Q1,70세 이상,08,158784,233
2017Q1,70세 이상,09,204177,277
2017Q1,70세 이상,10,93447,141
2017Q1,70세 이상,11,95616,110
2017Q1,70세 이상,12,30372,43
2017Q1,70세 이상,13,9810685,12925
2017Q1,70세 이상,14,2951629,5025
2017Q1,70세 이상,15,448833,763
2017Q2,20대,00,75237,538
2017Q2,20대,01,23729,35
2017Q2,20대,02,65693,56
2017Q2,20대,03,185473,186
2017Q2,20대,04,121503,168
2017Q2,20대,05,233967,359
2017Q2,20대,06,606299,841
2017Q2,20대,07,569033,710
2017Q2,20대,08,1560283,3654
2017Q2,20대,09,1719978,4602
2017Q2,20대,10,947573,2284
2017Q2,20대,11,1282890,4374
2017Q2,20대,12,1057350,4458
2017Q2,20대,13,1612064,9673
2017Q2,20대,14,1905635,14314
2017Q2,20대,15,865626,8059
2017Q2,30대,00,529119,2649
2017Q2,30대,01,2406008,1116
2017Q2,30대,02,2079792,1118
2017Q2,30대,03,4913520,2914
2017Q2,30대,04,3431861,2198
2017Q2,30대,05,6033158,4747
2017Q2,30대,06,7091431,6509
2017Q2,30대,07,8211927,8470
2017Q2,30대,08,10873879,15761
2017Q2,30대,09,9934055,17060
2017Q2,30대,10,4206511,7897
2017Q2,30대,11,4034932,8706
2017Q2,30대,12,1847136,4303
2017Q2,30대,13,1807407,4316
2017Q2,30대,14,2444093,6102
2017Q2,30대,15,1698440,2929
2017Q2,40대,00,726735,3043
2017Q2,40대,01,11550349,5075
2017Q2,40대,02,7153805,3735
2017Q2,40대,03,13046073,8849
2017Q2,40대,04,8536347,6620
2017Q2,40대,05,10422121,9559
2017Q2,40대,06,12024008,13084
2017Q2,40대,07,12596934,16629
2017Q2,40대,08,11452961,19235
2017Q2,40대,09,8087308,15950
2017Q2,40대,10,2518720,5065
2017Q2,40대,11,2428912,4557
2017Q2,40대,12,973497,1585
2017Q2,40대,13,1446114,2253
2017Q2,40대,14,2141380,3044
2017Q2,40대,15,2347535,2951
2017Q2,50대,00,447490,1725
2017Q2,50대,01,12287973,5113
2017Q2,50대,02,7743758,4031
2017Q2,50대,03,11186483,7781
2017Q2,50대,04,6998528,5459
2017Q2,50대,05,9846145,8967
2017Q2,50대,06,10072806,10520
2017Q2,50대,07,11497329,14865
2017Q2,50대,08,11347278,18357
2017Q2,50대,09,7588475,14658
2017Q2,50대,10,2694865,6172
2017Q2,50대,11,1489537,2752
2017Q2,50대,12,568099,1060
2017Q2,50대,13,1380475,1808
2017Q2,50대,14,1752676,2236
2017Q2,50대,15,2478204,2651
2017Q2,60대,00,90092,414
2017Q2,60대,01,3490603,1158
2017Q2,60대,02,1772174,747
2017Q2,60대,03,3456640,1658
2017Q2,60대,04,2550358,1501
2017Q2,60대,05,3635831,2616
2017Q2,60대,06,4275808,4246
2017Q2,60대,07,4824510,5496
2017Q2,60대,08,6413032,9584
2017Q2,60대,09,4950159,8950
2017Q2,60대,10,2273131,4961
2017Q2,60대,11,1103324,2245
2017Q2,60대,12,604398,1233
2017Q2,60대,13,1190001,2650
2017Q2,60대,14,870784,1474
2017Q2,60대,15,1041851,1293
2017Q2,70세 이상,00,152595,238
2017Q2,70세 이상,01,609795,128
2017Q2,70세 이상,02,93661,25
2017Q2,70세 이상,03,109139,45
2017Q2,70세 이상,04,51924,28
2017Q2,70세 이상,05,121186,70
2017Q2,70세 이상,06,165700,94
2017Q2,70세 이상,07,136551,92
2017Q2,70세 이상,08,113382,158
2017Q2,70세 이상,09,175844,206
2017Q2,70세 이상,10,77024,88
2017Q2,70세 이상,11,93802,100
2017Q2,70세 이상,12,35573,46
2017Q2,70세 이상,13,9818933,13069
2017Q2,70세 이상,14,3095087,5241
2017Q2,70세 이상,15,441369,772
2017Q3,20대,00,85265,547
2017Q3,20대,01,19311,33
2017Q3,20대,02,56622,50
2017Q3,20대,03,205641,200
2017Q3,20대,04,147668,178
2017Q3,20대,05,289415,386
2017Q3,20대,06,626251,887
2017Q3,20대,07,660630,806
2017Q3,20대,08,1605549,3745
2017Q3,20대,09,1784677,4673
2017Q3,20대,10,999605,2545
2017Q3,20대,11,1362878,4463
2017Q3,20대,12,1097354,4594
2017Q3,20대,13,1633621,9888
2017Q3,20대,14,1941468,14341
2017Q3,20대,15,919175,8048
2017Q3,30대,00,556837,2714
2017Q3,30대,01,2803227,1223
2017Q3,30대,02,2222042,1170
2017Q3,30대,03,5138777,2984
2017Q3,30대,04,3676823,2308
2017Q3,30대,05,6284218,4797
2017Q3,30대,06,7524057,6772
2017Q3,30대,07,8683146,8673
2017Q3,30대,08,11152568,15881
2017Q3,30대,09,10404651,17495
2017Q3,30대,10,4206394,7793
2017Q3,30대,11,4161549,8709
2017Q3,30대,12,1811865,4250
2017Q3,30대,13,1897072,4397
2017Q3,30대,14,2526663,6126
2017Q3,30대,15,1768866,3019
2017Q3,40대,00,744073,3059
2017Q3,40대,01,11881202,5169
2017Q3,40대,02,7565914,3882
2017Q3,40대,03,13160191,8811
2017Q3,40대,04,8591241,6555
2017Q3,40대,05,10530001,9557
2017Q3,40대,06,12260307,13283
2017Q3,40대,07,12609970,16516
2017Q3,40대,08,11475884,18951
2017Q3,40대,09,8291246,15900
2017Q3,40대,10,2494492,4921
2017Q3,40대,11,2365109,4499
2017Q3,40대,12,987605,1558
2017Q3,40대,13,1468141,2264
2017Q3,40대,14,2217602,3084
2017Q3,40대,15,2441437,3026
2017Q3,50대,00,448009,1692
2017Q3,50대,01,12492937,5228
2017Q3,50대,02,7646633,3941
2017Q3,50대,03,10983369,7737
2017Q3,50대,04,7027343,5444
2017Q3,50대,05,9635853,8877
2017Q3,50대,06,9982710,10417
2017Q3,50대,07,11218792,14468
2017Q3,50대,08,10970764,17842
2017Q3,50대,09,7405341,14093
2017Q3,50대,10,2670288,5982
