기준분기,연령대,소득추정등급,"대출금액합계<미적용, 십만원>","차주수합계<미적용, 명>"
2021Q3,70세 이상,00,750,2
2021Q3,70세 이상,01,1076269,291
2021Q3,70세 이상,02,149124,66
2021Q3,70세 이상,03,207679,130
2021Q3,70세 이상,04,151655,79
2021Q3,70세 이상,05,251358,193
2021Q3,70세 이상,06,237473,214
2021Q3,70세 이상,07,270794,281
2021Q3,70세 이상,08,305310,406
2021Q3,70세 이상,09,497134,479
2021Q3,70세 이상,10,154712,206
2021Q3,70세 이상,11,202977,257
2021Q3,70세 이상,12,73629,117
2021Q3,70세 이상,13,13009148,16377
2021Q3,70세 이상,14,4269541,6148
2021Q3,70세 이상,15,808139,1219
