기준분기,연령대,성별구분,소득추정등급,"신용관리대상등록총금액<미적용, 금액, 십만원>","신용관리대상등록총금액<미적용, 등록자수, 명>"
2012Q4,70세 이상,남자,12,315,2
2012Q4,70세 이상,남자,13,1489799,407
2012Q4,70세 이상,남자,14,102862,50
2012Q4,70세 이상,남자,15,1551,5
2012Q4,70세 이상,여자,00,6287,41
2012Q4,70세 이상,여자,01,2400,1
2012Q4,70세 이상,여자,02,0,0
2012Q4,70세 이상,여자,03,0,0
2012Q4,70세 이상,여자,04,0,0
2012Q4,70세 이상,여자,05,0,0
2012Q4,70세 이상,여자,06,0,0
2012Q4,70세 이상,여자,07,1300,1
2012Q4,70세 이상,여자,08,0,0
2012Q4,70세 이상,여자,09,0,0
2012Q4,70세 이상,여자,10,0,0
2012Q4,70세 이상,여자,11,0,0
2012Q4,70세 이상,여자,12,0,0
2012Q4,70세 이상,여자,13,114443,124
2012Q4,70세 이상,여자,14,220282,262
2012Q4,70세 이상,여자,15,138483,142
2013Q1,20대,남자,00,4330,40
2013Q1,20대,남자,01,361,1
2013Q1,20대,남자,02,97,1
2013Q1,20대,남자,03,863,7
2013Q1,20대,남자,04,10,1
2013Q1,20대,남자,05,81632,4
2013Q1,20대,남자,06,3529,12
2013Q1,20대,남자,07,1882,7
2013Q1,20대,남자,08,11788,89
2013Q1,20대,남자,09,20871,146
2013Q1,20대,남자,10,21773,105
2013Q1,20대,남자,11,34541,278
2013Q1,20대,남자,12,39056,441
2013Q1,20대,남자,13,27879,607
2013Q1,20대,남자,14,21710,242
2013Q1,20대,남자,15,5885,48
2013Q1,20대,여자,00,4485,50
2013Q1,20대,여자,01,1186,7
2013Q1,20대,여자,02,63,1
2013Q1,20대,여자,03,139,2
2013Q1,20대,여자,04,0,0
2013Q1,20대,여자,05,57,3
2013Q1,20대,여자,06,1060,6
2013Q1,20대,여자,07,5894,11
2013Q1,20대,여자,08,8283,55
2013Q1,20대,여자,09,7802,80
2013Q1,20대,여자,10,2859,78
2013Q1,20대,여자,11,11677,54
2013Q1,20대,여자,12,19441,56
2013Q1,20대,여자,13,28010,145
2013Q1,20대,여자,14,53493,646
2013Q1,20대,여자,15,29731,478
2013Q1,30대,남자,00,93159,612
2013Q1,30대,남자,01,46488,55
2013Q1,30대,남자,02,8341,19
2013Q1,30대,남자,03,60257,59
2013Q1,30대,남자,04,39380,18
2013Q1,30대,남자,05,66916,91
2013Q1,30대,남자,06,232643,97
2013Q1,30대,남자,07,143943,195
2013Q1,30대,남자,08,481842,577
2013Q1,30대,남자,09,228749,936
2013Q1,30대,남자,10,209533,625
2013Q1,30대,남자,11,142068,649
2013Q1,30대,남자,12,124989,371
2013Q1,30대,남자,13,44567,344
2013Q1,30대,남자,14,40634,245
2013Q1,30대,남자,15,11038,79
2013Q1,30대,여자,00,60047,396
2013Q1,30대,여자,01,13356,19
2013Q1,30대,여자,02,1588,6
2013Q1,30대,여자,03,27478,25
2013Q1,30대,여자,04,2891,5
2013Q1,30대,여자,05,12988,34
2013Q1,30대,여자,06,34844,32
2013Q1,30대,여자,07,28800,53
2013Q1,30대,여자,08,93184,171
2013Q1,30대,여자,09,91533,326
2013Q1,30대,여자,10,87332,226
2013Q1,30대,여자,11,39255,293
2013Q1,30대,여자,12,28401,176
2013Q1,30대,여자,13,22228,210
2013Q1,30대,여자,14,53180,456
2013Q1,30대,여자,15,15449,127
2013Q1,40대,남자,00,696165,952
2013Q1,40대,남자,01,331273,159
2013Q1,40대,남자,02,2079538,73
2013Q1,40대,남자,03,584804,230
2013Q1,40대,남자,04,295521,161
2013Q1,40대,남자,05,325968,257
2013Q1,40대,남자,06,899358,417
2013Q1,40대,남자,07,721765,916
2013Q1,40대,남자,08,9755938,1578
2013Q1,40대,남자,09,1735807,1033
2013Q1,40대,남자,10,590766,900
2013Q1,40대,남자,11,133159,435
2013Q1,40대,남자,12,15201,70
2013Q1,40대,남자,13,24362,82
2013Q1,40대,남자,14,110506,128
2013Q1,40대,남자,15,38515,55
2013Q1,40대,여자,00,140476,610
2013Q1,40대,여자,01,70494,62
2013Q1,40대,여자,02,41660,35
2013Q1,40대,여자,03,67155,64
2013Q1,40대,여자,04,54339,27
2013Q1,40대,여자,05,88466,98
2013Q1,40대,여자,06,104934,87
2013Q1,40대,여자,07,258995,174
2013Q1,40대,여자,08,505487,483
2013Q1,40대,여자,09,447971,887
2013Q1,40대,여자,10,237742,568
2013Q1,40대,여자,11,113541,376
2013Q1,40대,여자,12,29012,198
2013Q1,40대,여자,13,138490,159
2013Q1,40대,여자,14,54406,149
2013Q1,40대,여자,15,53560,104
2013Q1,50대,남자,00,180542,599
2013Q1,50대,남자,01,1002313,149
2013Q1,50대,남자,02,304563,101
2013Q1,50대,남자,03,323551,168
2013Q1,50대,남자,04,221082,112
2013Q1,50대,남자,05,439111,268
2013Q1,50대,남자,06,499778,304
2013Q1,50대,남자,07,2345498,689
2013Q1,50대,남자,08,1048795,1213
2013Q1,50대,남자,09,580855,867
2013Q1,50대,남자,10,3531889,669
2013Q1,50대,남자,11,138268,308
2013Q1,50대,남자,12,7185,28
2013Q1,50대,남자,13,26834,57
2013Q1,50대,남자,14,21757,80
2013Q1,50대,남자,15,108940,62
2013Q1,50대,여자,00,185374,440
2013Q1,50대,여자,01,114889,41
2013Q1,50대,여자,02,64278,25
2013Q1,50대,여자,03,90372,46
2013Q1,50대,여자,04,25845,15
2013Q1,50대,여자,05,73707,66
2013Q1,50대,여자,06,372437,65
2013Q1,50대,여자,07,192889,130
2013Q1,50대,여자,08,306183,295
2013Q1,50대,여자,09,604884,855
2013Q1,50대,여자,10,208515,515
2013Q1,50대,여자,11,135042,301
2013Q1,50대,여자,12,36921,169
2013Q1,50대,여자,13,76957,67
2013Q1,50대,여자,14,8279,64
2013Q1,50대,여자,15,16718,56
2013Q1,60대,남자,00,81444,151
2013Q1,60대,남자,01,438001,28
2013Q1,60대,남자,02,54293,16
2013Q1,60대,남자,03,124552,28
2013Q1,60대,남자,04,14991,9
2013Q1,60대,남자,05,118831,44
2013Q1,60대,남자,06,108158,64
2013Q1,60대,남자,07,395568,132
2013Q1,60대,남자,08,195386,267
2013Q1,60대,남자,09,190014,264
2013Q1,60대,남자,10,1325503,352
2013Q1,60대,남자,11,221705,127
2013Q1,60대,남자,12,32995,75
2013Q1,60대,남자,13,202574,17
2013Q1,60대,남자,14,10361,17
2013Q1,60대,남자,15,7955,14
2013Q1,60대,여자,00,87277,102
2013Q1,60대,여자,01,97060,7
2013Q1,60대,여자,02,1659,3
2013Q1,60대,여자,03,5879,7
2013Q1,60대,여자,04,29058,6
2013Q1,60대,여자,05,2587,5
2013Q1,60대,여자,06,37104,4
2013Q1,60대,여자,07,39539,22
2013Q1,60대,여자,08,40980,51
2013Q1,60대,여자,09,391082,190
2013Q1,60대,여자,10,89982,118
2013Q1,60대,여자,11,67792,136
2013Q1,60대,여자,12,31702,57
2013Q1,60대,여자,13,127402,176
2013Q1,60대,여자,14,20326,76
2013Q1,60대,여자,15,3251,15
2013Q1,70세 이상,남자,00,106334,39
2013Q1,70세 이상,남자,01,31570,5
2013Q1,70세 이상,남자,02,0,0
2013Q1,70세 이상,남자,03,2866,1
2013Q1,70세 이상,남자,04,113,1
2013Q1,70세 이상,남자,05,2497,2
2013Q1,70세 이상,남자,06,0,0
2013Q1,70세 이상,남자,07,19483,2
2013Q1,70세 이상,남자,08,744,2
2013Q1,70세 이상,남자,09,0,0
2013Q1,70세 이상,남자,10,650,1
2013Q1,70세 이상,남자,11,108,2
2013Q1,70세 이상,남자,12,748,3
2013Q1,70세 이상,남자,13,1526766,434
2013Q1,70세 이상,남자,14,100992,52
2013Q1,70세 이상,남자,15,1281,2
2013Q1,70세 이상,여자,00,13560,46
2013Q1,70세 이상,여자,01,2400,1
2013Q1,70세 이상,여자,02,0,0
2013Q1,70세 이상,여자,03,0,0
2013Q1,70세 이상,여자,04,0,0
2013Q1,70세 이상,여자,05,0,0
2013Q1,70세 이상,여자,06,0,0
2013Q1,70세 이상,여자,07,1300,1
2013Q1,70세 이상,여자,08,442,1
2013Q1,70세 이상,여자,09,0,0
2013Q1,70세 이상,여자,10,0,0
2013Q1,70세 이상,여자,11,0,0
2013Q1,70세 이상,여자,12,0,0
2013Q1,70세 이상,여자,13,130345,160
2013Q1,70세 이상,여자,14,228831,258
2013Q1,70세 이상,여자,15,128095,117
2013Q2,20대,남자,00,5793,45
2013Q2,20대,남자,01,331,3
2013Q2,20대,남자,02,0,0
2013Q2,20대,남자,03,750,6
2013Q2,20대,남자,04,203,2
2013Q2,20대,남자,05,377,3
2013Q2,20대,남자,06,2130,6
2013Q2,20대,남자,07,2012,7
2013Q2,20대,남자,08,8277,83
2013Q2,20대,남자,09,27382,148
2013Q2,20대,남자,10,10039,121
2013Q2,20대,남자,11,93582,261
2013Q2,20대,남자,12,67866,437
2013Q2,20대,남자,13,28045,580
2013Q2,20대,남자,14,19988,235
2013Q2,20대,남자,15,6113,57
2013Q2,20대,여자,00,5640,53
2013Q2,20대,여자,01,2182,7
2013Q2,20대,여자,02,0,0
2013Q2,20대,여자,03,139,2
2013Q2,20대,여자,04,0,0
2013Q2,20대,여자,05,82,3
2013Q2,20대,여자,06,1204,10
2013Q2,20대,여자,07,5012,11
2013Q2,20대,여자,08,9430,69
2013Q2,20대,여자,09,8109,78
2013Q2,20대,여자,10,3571,75
2013Q2,20대,여자,11,9075,58
2013Q2,20대,여자,12,11233,50
2013Q2,20대,여자,13,24989,151
2013Q2,20대,여자,14,60837,610
2013Q2,20대,여자,15,22829,446
2013Q2,30대,남자,00,88443,563
2013Q2,30대,남자,01,37162,55
2013Q2,30대,남자,02,8331,20
2013Q2,30대,남자,03,38912,56
2013Q2,30대,남자,04,24406,17
2013Q2,30대,남자,05,133406,96
2013Q2,30대,남자,06,256917,95
2013Q2,30대,남자,07,126593,182
2013Q2,30대,남자,08,481716,539
2013Q2,30대,남자,09,243623,876
2013Q2,30대,남자,10,172549,555
2013Q2,30대,남자,11,138179,625
2013Q2,30대,남자,12,113245,343
2013Q2,30대,남자,13,46860,327
2013Q2,30대,남자,14,37187,242
2013Q2,30대,남자,15,17283,97
2013Q2,30대,여자,00,61251,373
2013Q2,30대,여자,01,15998,26
2013Q2,30대,여자,02,1733,7
2013Q2,30대,여자,03,26513,23
2013Q2,30대,여자,04,2313,4
2013Q2,30대,여자,05,10394,30
2013Q2,30대,여자,06,42468,38
2013Q2,30대,여자,07,25337,58
2013Q2,30대,여자,08,69094,158
2013Q2,30대,여자,09,65160,302
2013Q2,30대,여자,10,58211,196
2013Q2,30대,여자,11,61335,275
2013Q2,30대,여자,12,36296,171
2013Q2,30대,여자,13,28356,198
2013Q2,30대,여자,14,57596,422
2013Q2,30대,여자,15,17161,138
2013Q2,40대,남자,00,696367,879
2013Q2,40대,남자,01,279216,153
2013Q2,40대,남자,02,2074753,74
2013Q2,40대,남자,03,559941,221
2013Q2,40대,남자,04,196365,139
2013Q2,40대,남자,05,427234,235
2013Q2,40대,남자,06,459589,380
2013Q2,40대,남자,07,917273,844
2013Q2,40대,남자,08,9827828,1501
2013Q2,40대,남자,09,1698890,1040
2013Q2,40대,남자,10,535812,766
2013Q2,40대,남자,11,91794,416
2013Q2,40대,남자,12,16441,70
2013Q2,40대,남자,13,23471,91
2013Q2,40대,남자,14,113937,132
2013Q2,40대,남자,15,57073,84
2013Q2,40대,여자,00,148271,577
2013Q2,40대,여자,01,73298,66
2013Q2,40대,여자,02,38904,30
2013Q2,40대,여자,03,74493,61
2013Q2,40대,여자,04,57453,35
2013Q2,40대,여자,05,96830,95
2013Q2,40대,여자,06,84441,75
2013Q2,40대,여자,07,208216,171
2013Q2,40대,여자,08,393343,425
2013Q2,40대,여자,09,581092,843
2013Q2,40대,여자,10,201204,487
2013Q2,40대,여자,11,108404,372
2013Q2,40대,여자,12,24245,171
2013Q2,40대,여자,13,112750,166
2013Q2,40대,여자,14,69090,158
2013Q2,40대,여자,15,54258,110
2013Q2,50대,남자,00,629398,563
2013Q2,50대,남자,01,1015309,148
2013Q2,50대,남자,02,300837,89
2013Q2,50대,남자,03,324784,170
2013Q2,50대,남자,04,303424,110
2013Q2,50대,남자,05,355580,272
2013Q2,50대,남자,06,497737,308
2013Q2,50대,남자,07,1146001,684
2013Q2,50대,남자,08,1681582,1152
2013Q2,50대,남자,09,691363,881
2013Q2,50대,남자,10,3498542,585
2013Q2,50대,남자,11,141772,319
2013Q2,50대,남자,12,8151,31
2013Q2,50대,남자,13,30399,65
2013Q2,50대,남자,14,26458,82
2013Q2,50대,남자,15,109299,69
2013Q2,50대,여자,00,180464,409
2013Q2,50대,여자,01,126875,37
2013Q2,50대,여자,02,146255,27
2013Q2,50대,여자,03,91810,54
2013Q2,50대,여자,04,17121,17
2013Q2,50대,여자,05,78390,69
2013Q2,50대,여자,06,339549,66
2013Q2,50대,여자,07,148513,117
2013Q2,50대,여자,08,267027,250
2013Q2,50대,여자,09,660585,809
2013Q2,50대,여자,10,238252,536
2013Q2,50대,여자,11,124053,266
2013Q2,50대,여자,12,45010,171
2013Q2,50대,여자,13,74294,77
2013Q2,50대,여자,14,14548,69
2013Q2,50대,여자,15,15829,61
2013Q2,60대,남자,00,82311,141
2013Q2,60대,남자,01,459927,29
2013Q2,60대,남자,02,54175,18
2013Q2,60대,남자,03,146537,34
2013Q2,60대,남자,04,16158,10
2013Q2,60대,남자,05,71089,46
2013Q2,60대,남자,06,84872,54
2013Q2,60대,남자,07,452884,131
2013Q2,60대,남자,08,231471,269
2013Q2,60대,남자,09,141434,254
2013Q2,60대,남자,10,1323781,346
2013Q2,60대,남자,11,199876,113
2013Q2,60대,남자,12,50489,76
2013Q2,60대,남자,13,123134,14
2013Q2,60대,남자,14,18814,19
2013Q2,60대,남자,15,9198,15
2013Q2,60대,여자,00,53216,85
2013Q2,60대,여자,01,57587,9
2013Q2,60대,여자,02,1540,2
2013Q2,60대,여자,03,5036,7
2013Q2,60대,여자,04,16253,4
2013Q2,60대,여자,05,6588,7
2013Q2,60대,여자,06,2514,4
2013Q2,60대,여자,07,64797,21
2013Q2,60대,여자,08,39867,57
2013Q2,60대,여자,09,383237,169
2013Q2,60대,여자,10,83795,124
2013Q2,60대,여자,11,41791,118
2013Q2,60대,여자,12,60743,64
2013Q2,60대,여자,13,116003,163
2013Q2,60대,여자,14,18757,74
2013Q2,60대,여자,15,4155,16
2013Q2,70세 이상,남자,00,113948,34
2013Q2,70세 이상,남자,01,30320,4
2013Q2,70세 이상,남자,02,0,0
2013Q2,70세 이상,남자,03,2866,1
2013Q2,70세 이상,남자,04,113,1
2013Q2,70세 이상,남자,05,2206,2
2013Q2,70세 이상,남자,06,0,0
2013Q2,70세 이상,남자,07,19791,2
2013Q2,70세 이상,남자,08,584,2
2013Q2,70세 이상,남자,09,510,1
2013Q2,70세 이상,남자,10,650,1
2013Q2,70세 이상,남자,11,97,2
2013Q2,70세 이상,남자,12,728,3
2013Q2,70세 이상,남자,13,1424282,416
2013Q2,70세 이상,남자,14,99678,56
2013Q2,70세 이상,남자,15,1281,2
2013Q2,70세 이상,여자,00,18721,37
2013Q2,70세 이상,여자,01,2602,1
2013Q2,70세 이상,여자,02,0,0
2013Q2,70세 이상,여자,03,0,0
2013Q2,70세 이상,여자,04,0,0
2013Q2,70세 이상,여자,05,0,0
2013Q2,70세 이상,여자,06,0,0
2013Q2,70세 이상,여자,07,3260,2
2013Q2,70세 이상,여자,08,473,1
2013Q2,70세 이상,여자,09,0,0
2013Q2,70세 이상,여자,10,0,0
2013Q2,70세 이상,여자,11,0,0
2013Q2,70세 이상,여자,12,0,0
2013Q2,70세 이상,여자,13,127827,151
2013Q2,70세 이상,여자,14,169452,242
2013Q2,70세 이상,여자,15,50956,107
2013Q3,20대,남자,00,6386,41
2013Q3,20대,남자,01,498,2
2013Q3,20대,남자,02,0,0
2013Q3,20대,남자,03,162,4
2013Q3,20대,남자,04,10,1
2013Q3,20대,남자,05,247,2
2013Q3,20대,남자,06,2118,5
2013Q3,20대,남자,07,2662,10
2013Q3,20대,남자,08,8724,77
2013Q3,20대,남자,09,26666,147
2013Q3,20대,남자,10,11049,115
2013Q3,20대,남자,11,35126,278
2013Q3,20대,남자,12,34234,415
2013Q3,20대,남자,13,33039,587
2013Q3,20대,남자,14,18132,235
2013Q3,20대,남자,15,6807,50
2013Q3,20대,여자,00,5984,51
2013Q3,20대,여자,01,2243,7
2013Q3,20대,여자,02,0,0
2013Q3,20대,여자,03,233,3
2013Q3,20대,여자,04,0,0
2013Q3,20대,여자,05,333,5
2013Q3,20대,여자,06,1591,10
2013Q3,20대,여자,07,5219,9
2013Q3,20대,여자,08,5261,60
2013Q3,20대,여자,09,6546,72
2013Q3,20대,여자,10,3014,62
2013Q3,20대,여자,11,11460,44
2013Q3,20대,여자,12,5561,45
2013Q3,20대,여자,13,37580,139
2013Q3,20대,여자,14,51474,620
2013Q3,20대,여자,15,23755,446
2013Q3,30대,남자,00,85540,478
2013Q3,30대,남자,01,35544,59
2013Q3,30대,남자,02,15135,23
2013Q3,30대,남자,03,44554,55
2013Q3,30대,남자,04,23323,21
2013Q3,30대,남자,05,112126,95
2013Q3,30대,남자,06,297752,97
2013Q3,30대,남자,07,119131,170
2013Q3,30대,남자,08,497759,557
2013Q3,30대,남자,09,224058,825
2013Q3,30대,남자,10,265889,538
2013Q3,30대,남자,11,110964,617
2013Q3,30대,남자,12,76475,343
2013Q3,30대,남자,13,45334,310
2013Q3,30대,남자,14,38402,241
2013Q3,30대,남자,15,13104,81
2013Q3,30대,여자,00,58105,329
2013Q3,30대,여자,01,24878,26
2013Q3,30대,여자,02,154,6
2013Q3,30대,여자,03,24919,22
2013Q3,30대,여자,04,2254,4
2013Q3,30대,여자,05,12951,34
2013Q3,30대,여자,06,38734,39
2013Q3,30대,여자,07,24673,58
2013Q3,30대,여자,08,78097,169
2013Q3,30대,여자,09,90603,292
2013Q3,30대,여자,10,57054,174
2013Q3,30대,여자,11,31436,263
2013Q3,30대,여자,12,47063,165
2013Q3,30대,여자,13,25050,198
2013Q3,30대,여자,14,49870,403
2013Q3,30대,여자,15,18410,133
2013Q3,40대,남자,00,698297,724
2013Q3,40대,남자,01,273029,152
2013Q3,40대,남자,02,2066500,77
2013Q3,40대,남자,03,524270,184
2013Q3,40대,남자,04,233569,116
2013Q3,40대,남자,05,367319,242
2013Q3,40대,남자,06,470915,370
2013Q3,40대,남자,07,921812,852
2013Q3,40대,남자,08,9665940,1365
2013Q3,40대,남자,09,1699616,948
2013Q3,40대,남자,10,489844,678
2013Q3,40대,남자,11,84082,415
2013Q3,40대,남자,12,18654,71
2013Q3,40대,남자,13,31419,97
2013Q3,40대,남자,14,116791,130
2013Q3,40대,남자,15,52477,69
2013Q3,40대,여자,00,106537,454
2013Q3,40대,여자,01,61850,66
2013Q3,40대,여자,02,29764,32
2013Q3,40대,여자,03,78256,60
2013Q3,40대,여자,04,51086,31
2013Q3,40대,여자,05,96403,89
2013Q3,40대,여자,06,83055,77
2013Q3,40대,여자,07,242672,169
2013Q3,40대,여자,08,535065,469
2013Q3,40대,여자,09,362795,780
2013Q3,40대,여자,10,221501,437
2013Q3,40대,여자,11,96357,341
2013Q3,40대,여자,12,29622,153
2013Q3,40대,여자,13,97295,150
2013Q3,40대,여자,14,65438,155
2013Q3,40대,여자,15,54982,109
2013Q3,50대,남자,00,633277,419
2013Q3,50대,남자,01,998107,144
2013Q3,50대,남자,02,277815,85
2013Q3,50대,남자,03,334874,169
2013Q3,50대,남자,04,298128,110
2013Q3,50대,남자,05,739010,256
2013Q3,50대,남자,06,519643,321
2013Q3,50대,남자,07,1776079,673
2013Q3,50대,남자,08,1015565,1053
2013Q3,50대,남자,09,479349,865
2013Q3,50대,남자,10,2956043,543
2013Q3,50대,남자,11,127134,305
2013Q3,50대,남자,12,13713,30
2013Q3,50대,남자,13,43138,59
2013Q3,50대,남자,14,30274,71
2013Q3,50대,남자,15,99311,62
2013Q3,50대,여자,00,78030,300
2013Q3,50대,여자,01,125870,38
2013Q3,50대,여자,02,84338,24
2013Q3,50대,여자,03,72429,53
2013Q3,50대,여자,04,47213,22
2013Q3,50대,여자,05,94408,69
2013Q3,50대,여자,06,346386,73
2013Q3,50대,여자,07,146724,132
2013Q3,50대,여자,08,288827,275
2013Q3,50대,여자,09,645364,768
2013Q3,50대,여자,10,256786,458
2013Q3,50대,여자,11,90829,244
2013Q3,50대,여자,12,47383,158
2013Q3,50대,여자,13,80288,73
2013Q3,50대,여자,14,7968,66
2013Q3,50대,여자,15,17127,60
2013Q3,60대,남자,00,45643,117
2013Q3,60대,남자,01,414612,38
2013Q3,60대,남자,02,38341,16
2013Q3,60대,남자,03,152783,37
2013Q3,60대,남자,04,12801,9
2013Q3,60대,남자,05,70296,48
2013Q3,60대,남자,06,111345,65
2013Q3,60대,남자,07,427058,131
2013Q3,60대,남자,08,219520,251
2013Q3,60대,남자,09,158239,240
2013Q3,60대,남자,10,1515536,327
2013Q3,60대,남자,11,186314,104
2013Q3,60대,남자,12,41306,79
2013Q3,60대,남자,13,128134,17
2013Q3,60대,남자,14,18917,21
2013Q3,60대,남자,15,7371,15
2013Q3,60대,여자,00,36662,55
2013Q3,60대,여자,01,63835,8
2013Q3,60대,여자,02,74,1
2013Q3,60대,여자,03,34079,9
2013Q3,60대,여자,04,18911,6
2013Q3,60대,여자,05,7595,8
2013Q3,60대,여자,06,61824,8
2013Q3,60대,여자,07,39660,22
2013Q3,60대,여자,08,63161,69
2013Q3,60대,여자,09,371231,166
2013Q3,60대,여자,10,88766,107
2013Q3,60대,여자,11,33463,113
2013Q3,60대,여자,12,53508,60
2013Q3,60대,여자,13,112541,144
2013Q3,60대,여자,14,18975,73
2013Q3,60대,여자,15,4100,15
2013Q3,70세 이상,남자,00,8931,28
2013Q3,70세 이상,남자,01,29941,4
2013Q3,70세 이상,남자,02,218,1
2013Q3,70세 이상,남자,03,2866,1
2013Q3,70세 이상,남자,04,113,1
2013Q3,70세 이상,남자,05,2200,1
2013Q3,70세 이상,남자,06,2426,1
2013Q3,70세 이상,남자,07,21451,2
2013Q3,70세 이상,남자,08,574,2
2013Q3,70세 이상,남자,09,510,1
2013Q3,70세 이상,남자,10,450,1
2013Q3,70세 이상,남자,11,77,2
2013Q3,70세 이상,남자,12,728,3
2013Q3,70세 이상,남자,13,1334821,413
2013Q3,70세 이상,남자,14,106085,65
2013Q3,70세 이상,남자,15,4010,4
2013Q3,70세 이상,여자,00,17643,23
2013Q3,70세 이상,여자,01,2402,1
2013Q3,70세 이상,여자,02,0,0
2013Q3,70세 이상,여자,03,0,0
2013Q3,70세 이상,여자,04,0,0
2013Q3,70세 이상,여자,05,0,0
2013Q3,70세 이상,여자,06,0,0
2013Q3,70세 이상,여자,07,3260,2
2013Q3,70세 이상,여자,08,475,1
2013Q3,70세 이상,여자,09,0,0
2013Q3,70세 이상,여자,10,0,0
2013Q3,70세 이상,여자,11,0,0
2013Q3,70세 이상,여자,12,0,0
2013Q3,70세 이상,여자,13,138847,149
2013Q3,70세 이상,여자,14,170815,234
2013Q3,70세 이상,여자,15,49550,105
2013Q4,20대,남자,00,5170,38
2013Q4,20대,남자,01,276,1
2013Q4,20대,남자,02,87,1
2013Q4,20대,남자,03,369,4
2013Q4,20대,남자,04,0,0
2013Q4,20대,남자,05,247,2
2013Q4,20대,남자,06,1988,5
2013Q4,20대,남자,07,2599,7
2013Q4,20대,남자,08,7807,80
2013Q4,20대,남자,09,24727,175
2013Q4,20대,남자,10,13176,134
2013Q4,20대,남자,11,30390,253
2013Q4,20대,남자,12,39332,423
2013Q4,20대,남자,13,30788,579
2013Q4,20대,남자,14,13876,221
2013Q4,20대,남자,15,4769,45
2013Q4,20대,여자,00,4827,50
2013Q4,20대,여자,01,3348,7
2013Q4,20대,여자,02,0,0
2013Q4,20대,여자,03,126,2
2013Q4,20대,여자,04,0,0
2013Q4,20대,여자,05,1257,5
2013Q4,20대,여자,06,3413,12
2013Q4,20대,여자,07,5508,10
2013Q4,20대,여자,08,4582,55
2013Q4,20대,여자,09,11668,100
2013Q4,20대,여자,10,11093,76
2013Q4,20대,여자,11,9990,37
2013Q4,20대,여자,12,3345,43
2013Q4,20대,여자,13,23776,144
2013Q4,20대,여자,14,52182,572
2013Q4,20대,여자,15,25144,429
2013Q4,30대,남자,00,81787,368
2013Q4,30대,남자,01,32597,54
2013Q4,30대,남자,02,15188,23
2013Q4,30대,남자,03,34930,51
2013Q4,30대,남자,04,13548,17
2013Q4,30대,남자,05,105457,95
2013Q4,30대,남자,06,217805,87
2013Q4,30대,남자,07,164390,163
2013Q4,30대,남자,08,492225,577
2013Q4,30대,남자,09,397389,833
2013Q4,30대,남자,10,219920,545
2013Q4,30대,남자,11,153688,658
2013Q4,30대,남자,12,48361,373
2013Q4,30대,남자,13,46018,339
2013Q4,30대,남자,14,35005,225
2013Q4,30대,남자,15,10191,81
2013Q4,30대,여자,00,55243,255
2013Q4,30대,여자,01,19673,21
2013Q4,30대,여자,02,1543,7
2013Q4,30대,여자,03,27324,24
2013Q4,30대,여자,04,2264,4
2013Q4,30대,여자,05,12747,36
2013Q4,30대,여자,06,33252,37
2013Q4,30대,여자,07,24491,58
2013Q4,30대,여자,08,78518,175
2013Q4,30대,여자,09,75986,263
2013Q4,30대,여자,10,85091,199
2013Q4,30대,여자,11,42616,261
2013Q4,30대,여자,12,34966,154
2013Q4,30대,여자,13,17304,198
2013Q4,30대,여자,14,62092,444
2013Q4,30대,여자,15,19371,141
2013Q4,40대,남자,00,679588,572
2013Q4,40대,남자,01,232106,144
2013Q4,40대,남자,02,2052358,72
2013Q4,40대,남자,03,394371,204
2013Q4,40대,남자,04,279480,136
2013Q4,40대,남자,05,323042,249
2013Q4,40대,남자,06,551542,389
2013Q4,40대,남자,07,1013730,849
2013Q4,40대,남자,08,9732904,1377
2013Q4,40대,남자,09,1671676,994
2013Q4,40대,남자,10,533479,726
2013Q4,40대,남자,11,96306,455
2013Q4,40대,남자,12,16566,71
2013Q4,40대,남자,13,25306,85
2013Q4,40대,남자,14,27063,115
2013Q4,40대,남자,15,36168,59
2013Q4,40대,여자,00,103613,382
2013Q4,40대,여자,01,51224,57
2013Q4,40대,여자,02,26997,35
2013Q4,40대,여자,03,70496,62
2013Q4,40대,여자,04,36238,32
2013Q4,40대,여자,05,81934,95
2013Q4,40대,여자,06,95575,85
2013Q4,40대,여자,07,212242,165
2013Q4,40대,여자,08,544440,481
2013Q4,40대,여자,09,499908,784
2013Q4,40대,여자,10,188397,423
2013Q4,40대,여자,11,101411,369
2013Q4,40대,여자,12,32862,162
2013Q4,40대,여자,13,94941,169
2013Q4,40대,여자,14,52443,150
2013Q4,40대,여자,15,33047,100
2013Q4,50대,남자,00,632857,361
2013Q4,50대,남자,01,683035,121
2013Q4,50대,남자,02,375051,90
2013Q4,50대,남자,03,470922,179
2013Q4,50대,남자,04,303882,124
2013Q4,50대,남자,05,427022,250
2013Q4,50대,남자,06,497084,336
2013Q4,50대,남자,07,1821369,680
2013Q4,50대,남자,08,919189,1034
2013Q4,50대,남자,09,515420,896
2013Q4,50대,남자,10,3489312,575
2013Q4,50대,남자,11,69202,315
2013Q4,50대,남자,12,3451,22
2013Q4,50대,남자,13,36582,58
2013Q4,50대,남자,14,22844,62
2013Q4,50대,남자,15,65360,40
2013Q4,50대,여자,00,80749,250
2013Q4,50대,여자,01,72482,37
2013Q4,50대,여자,02,76824,23
2013Q4,50대,여자,03,103120,52
2013Q4,50대,여자,04,30921,20
2013Q4,50대,여자,05,152861,73
2013Q4,50대,여자,06,171808,78
2013Q4,50대,여자,07,131801,130
2013Q4,50대,여자,08,511951,294
