기준분기,연령대,성별구분,소득추정등급,"신용관리대상등록총금액<미적용, 금액, 십만원>","신용관리대상등록총금액<미적용, 등록자수, 명>"
2016Q3,50대,남자,06,458188,326
2016Q3,50대,남자,07,707870,645
2016Q3,50대,남자,08,493651,761
2016Q3,50대,남자,09,370117,821
2016Q3,50대,남자,10,2309278,536
2016Q3,50대,남자,11,76076,392
2016Q3,50대,남자,12,6709,27
2016Q3,50대,남자,13,40974,70
2016Q3,50대,남자,14,45160,85
2016Q3,50대,남자,15,48389,62
2016Q3,50대,여자,00,47212,129
2016Q3,50대,여자,01,63607,50
2016Q3,50대,여자,02,22064,26
2016Q3,50대,여자,03,43065,49
2016Q3,50대,여자,04,10329,20
2016Q3,50대,여자,05,81534,86
2016Q3,50대,여자,06,60384,69
2016Q3,50대,여자,07,230246,140
2016Q3,50대,여자,08,463853,318
2016Q3,50대,여자,09,168410,387
2016Q3,50대,여자,10,246986,395
2016Q3,50대,여자,11,79146,166
2016Q3,50대,여자,12,18149,152
2016Q3,50대,여자,13,89253,68
2016Q3,50대,여자,14,22442,96
2016Q3,50대,여자,15,24603,73
2016Q3,60대,남자,00,34828,58
2016Q3,60대,남자,01,212839,35
2016Q3,60대,남자,02,23292,17
2016Q3,60대,남자,03,104367,39
2016Q3,60대,남자,04,32565,22
2016Q3,60대,남자,05,108794,59
2016Q3,60대,남자,06,210502,115
2016Q3,60대,남자,07,267958,157
2016Q3,60대,남자,08,211436,255
2016Q3,60대,남자,09,117158,256
2016Q3,60대,남자,10,991632,380
2016Q3,60대,남자,11,661783,95
2016Q3,60대,남자,12,56461,109
2016Q3,60대,남자,13,116189,26
2016Q3,60대,남자,14,13520,25
2016Q3,60대,남자,15,9137,21
2016Q3,60대,여자,00,38734,38
2016Q3,60대,여자,01,30645,11
2016Q3,60대,여자,02,7068,6
2016Q3,60대,여자,03,14694,15
2016Q3,60대,여자,04,4143,2
2016Q3,60대,여자,05,7224,17
2016Q3,60대,여자,06,48795,19
2016Q3,60대,여자,07,51320,25
2016Q3,60대,여자,08,55680,82
2016Q3,60대,여자,09,106211,154
2016Q3,60대,여자,10,80492,113
2016Q3,60대,여자,11,54394,77
2016Q3,60대,여자,12,41759,63
2016Q3,60대,여자,13,69461,128
2016Q3,60대,여자,14,18841,86
2016Q3,60대,여자,15,5011,25
2016Q3,70세 이상,남자,00,34349,21
2016Q3,70세 이상,남자,01,1035,1
2016Q3,70세 이상,남자,02,727,2
2016Q3,70세 이상,남자,03,0,0
2016Q3,70세 이상,남자,04,0,0
2016Q3,70세 이상,남자,05,1100,1
2016Q3,70세 이상,남자,06,0,0
2016Q3,70세 이상,남자,07,0,0
2016Q3,70세 이상,남자,08,165,1
2016Q3,70세 이상,남자,09,4161,3
2016Q3,70세 이상,남자,10,3345,2
2016Q3,70세 이상,남자,11,147,3
2016Q3,70세 이상,남자,12,267,1
2016Q3,70세 이상,남자,13,673661,314
2016Q3,70세 이상,남자,14,44482,74
2016Q3,70세 이상,남자,15,2840,6
2016Q3,70세 이상,여자,00,8229,18
2016Q3,70세 이상,여자,01,5146,2
2016Q3,70세 이상,여자,02,0,0
2016Q3,70세 이상,여자,03,745,1
2016Q3,70세 이상,여자,04,0,0
2016Q3,70세 이상,여자,05,0,0
2016Q3,70세 이상,여자,06,176,2
2016Q3,70세 이상,여자,07,1117,1
2016Q3,70세 이상,여자,08,0,0
2016Q3,70세 이상,여자,09,26,1
2016Q3,70세 이상,여자,10,0,0
2016Q3,70세 이상,여자,11,0,0
2016Q3,70세 이상,여자,12,0,0
2016Q3,70세 이상,여자,13,74860,138
2016Q3,70세 이상,여자,14,86882,194
2016Q3,70세 이상,여자,15,10022,84
2016Q4,20대,남자,00,5335,42
2016Q4,20대,남자,01,335,2
2016Q4,20대,남자,02,0,0
2016Q4,20대,남자,03,455,2
2016Q4,20대,남자,04,0,0
2016Q4,20대,남자,05,140,1
2016Q4,20대,남자,06,2257,7
2016Q4,20대,남자,07,2162,10
2016Q4,20대,남자,08,9215,92
2016Q4,20대,남자,09,21298,164
2016Q4,20대,남자,10,9584,143
2016Q4,20대,남자,11,27515,225
2016Q4,20대,남자,12,35457,391
2016Q4,20대,남자,13,20015,455
2016Q4,20대,남자,14,12281,172
2016Q4,20대,남자,15,2859,38
2016Q4,20대,여자,00,5083,36
2016Q4,20대,여자,01,0,0
2016Q4,20대,여자,02,0,0
2016Q4,20대,여자,03,485,3
2016Q4,20대,여자,04,0,0
2016Q4,20대,여자,05,206,1
2016Q4,20대,여자,06,1115,5
2016Q4,20대,여자,07,1076,8
2016Q4,20대,여자,08,3460,47
2016Q4,20대,여자,09,7921,72
2016Q4,20대,여자,10,2443,60
2016Q4,20대,여자,11,3693,38
2016Q4,20대,여자,12,4990,37
2016Q4,20대,여자,13,9915,91
2016Q4,20대,여자,14,33057,441
2016Q4,20대,여자,15,11513,273
2016Q4,30대,남자,00,72397,262
2016Q4,30대,남자,01,21465,42
2016Q4,30대,남자,02,28423,26
2016Q4,30대,남자,03,50809,55
2016Q4,30대,남자,04,12712,17
2016Q4,30대,남자,05,37612,73
2016Q4,30대,남자,06,53398,83
2016Q4,30대,남자,07,116707,144
2016Q4,30대,남자,08,258827,481
2016Q4,30대,남자,09,212822,656
2016Q4,30대,남자,10,125574,498
2016Q4,30대,남자,11,144604,577
2016Q4,30대,남자,12,44078,346
2016Q4,30대,남자,13,43926,324
2016Q4,30대,남자,14,34139,243
2016Q4,30대,남자,15,23271,108
2016Q4,30대,여자,00,22779,129
2016Q4,30대,여자,01,13680,20
2016Q4,30대,여자,02,4107,3
2016Q4,30대,여자,03,11287,19
2016Q4,30대,여자,04,4292,6
2016Q4,30대,여자,05,7199,23
2016Q4,30대,여자,06,38305,26
2016Q4,30대,여자,07,9597,31
2016Q4,30대,여자,08,60046,161
2016Q4,30대,여자,09,83030,240
2016Q4,30대,여자,10,36714,165
2016Q4,30대,여자,11,46069,187
2016Q4,30대,여자,12,53322,126
2016Q4,30대,여자,13,28104,161
2016Q4,30대,여자,14,51398,419
2016Q4,30대,여자,15,28926,166
2016Q4,40대,남자,00,146156,344
2016Q4,40대,남자,01,239728,150
2016Q4,40대,남자,02,63395,47
2016Q4,40대,남자,03,190031,165
2016Q4,40대,남자,04,113640,91
2016Q4,40대,남자,05,219991,198
2016Q4,40대,남자,06,385271,294
2016Q4,40대,남자,07,944109,578
2016Q4,40대,남자,08,431387,915
2016Q4,40대,남자,09,257763,871
2016Q4,40대,남자,10,434937,565
2016Q4,40대,남자,11,107331,432
2016Q4,40대,남자,12,15799,64
2016Q4,40대,남자,13,25498,98
2016Q4,40대,남자,14,28981,112
2016Q4,40대,남자,15,40087,76
2016Q4,40대,여자,00,143287,232
2016Q4,40대,여자,01,67646,53
2016Q4,40대,여자,02,4829,15
2016Q4,40대,여자,03,22862,49
2016Q4,40대,여자,04,18056,20
2016Q4,40대,여자,05,38441,57
2016Q4,40대,여자,06,45827,65
2016Q4,40대,여자,07,86994,141
2016Q4,40대,여자,08,182231,311
2016Q4,40대,여자,09,266472,445
2016Q4,40대,여자,10,131432,328
2016Q4,40대,여자,11,60433,251
2016Q4,40대,여자,12,13276,149
2016Q4,40대,여자,13,29637,121
2016Q4,40대,여자,14,26524,129
2016Q4,40대,여자,15,21433,109
2016Q4,50대,남자,00,177070,250
2016Q4,50대,남자,01,586265,156
2016Q4,50대,남자,02,295772,98
2016Q4,50대,남자,03,476022,188
2016Q4,50대,남자,04,142171,96
2016Q4,50대,남자,05,322477,231
2016Q4,50대,남자,06,409502,304
2016Q4,50대,남자,07,732169,597
2016Q4,50대,남자,08,509965,751
2016Q4,50대,남자,09,311083,778
2016Q4,50대,남자,10,2316197,557
2016Q4,50대,남자,11,126222,400
2016Q4,50대,남자,12,6052,27
2016Q4,50대,남자,13,39153,73
2016Q4,50대,남자,14,59196,82
2016Q4,50대,남자,15,40821,65
2016Q4,50대,여자,00,51705,135
2016Q4,50대,여자,01,53489,47
2016Q4,50대,여자,02,19700,25
2016Q4,50대,여자,03,39069,48
2016Q4,50대,여자,04,11731,21
2016Q4,50대,여자,05,77418,79
2016Q4,50대,여자,06,56130,74
2016Q4,50대,여자,07,182706,125
2016Q4,50대,여자,08,432057,305
2016Q4,50대,여자,09,185730,353
2016Q4,50대,여자,10,287368,390
2016Q4,50대,여자,11,71740,157
2016Q4,50대,여자,12,26137,161
2016Q4,50대,여자,13,49549,68
2016Q4,50대,여자,14,29051,95
2016Q4,50대,여자,15,19442,74
2016Q4,60대,남자,00,35858,55
2016Q4,60대,남자,01,255929,41
2016Q4,60대,남자,02,24077,17
2016Q4,60대,남자,03,110166,43
2016Q4,60대,남자,04,72574,22
2016Q4,60대,남자,05,69514,56
2016Q4,60대,남자,06,186922,117
2016Q4,60대,남자,07,219679,145
2016Q4,60대,남자,08,229025,249
2016Q4,60대,남자,09,94421,255
2016Q4,60대,남자,10,993671,391
2016Q4,60대,남자,11,665083,101
2016Q4,60대,남자,12,58263,105
2016Q4,60대,남자,13,9559,24
2016Q4,60대,남자,14,12754,32
2016Q4,60대,남자,15,10683,21
2016Q4,60대,여자,00,10186,44
2016Q4,60대,여자,01,30639,11
2016Q4,60대,여자,02,7068,6
2016Q4,60대,여자,03,21504,15
2016Q4,60대,여자,04,4143,2
2016Q4,60대,여자,05,8383,17
2016Q4,60대,여자,06,15438,15
2016Q4,60대,여자,07,69804,27
2016Q4,60대,여자,08,54168,85
2016Q4,60대,여자,09,99439,154
2016Q4,60대,여자,10,90568,108
2016Q4,60대,여자,11,55294,77
2016Q4,60대,여자,12,35113,63
2016Q4,60대,여자,13,30118,119
2016Q4,60대,여자,14,19149,92
2016Q4,60대,여자,15,5396,29
2016Q4,70세 이상,남자,00,36983,19
2016Q4,70세 이상,남자,01,3665,2
2016Q4,70세 이상,남자,02,727,2
2016Q4,70세 이상,남자,03,0,0
2016Q4,70세 이상,남자,04,0,0
2016Q4,70세 이상,남자,05,14015,4
2016Q4,70세 이상,남자,06,212,1
2016Q4,70세 이상,남자,07,2468,2
2016Q4,70세 이상,남자,08,782,3
2016Q4,70세 이상,남자,09,9430,8
2016Q4,70세 이상,남자,10,11996,10
2016Q4,70세 이상,남자,11,194,4
2016Q4,70세 이상,남자,12,485,3
2016Q4,70세 이상,남자,13,656272,294
2016Q4,70세 이상,남자,14,48358,75
2016Q4,70세 이상,남자,15,2088,6
2016Q4,70세 이상,여자,00,1986,15
2016Q4,70세 이상,여자,01,5146,2
2016Q4,70세 이상,여자,02,0,0
2016Q4,70세 이상,여자,03,0,0
2016Q4,70세 이상,여자,04,0,0
2016Q4,70세 이상,여자,05,0,0
2016Q4,70세 이상,여자,06,608,3
2016Q4,70세 이상,여자,07,848,3
2016Q4,70세 이상,여자,08,2295,2
2016Q4,70세 이상,여자,09,14683,5
2016Q4,70세 이상,여자,10,0,0
2016Q4,70세 이상,여자,11,697,3
2016Q4,70세 이상,여자,12,4737,3
2016Q4,70세 이상,여자,13,67847,132
2016Q4,70세 이상,여자,14,100081,184
2016Q4,70세 이상,여자,15,6228,77
2017Q1,20대,남자,00,4399,33
2017Q1,20대,남자,01,212,2
2017Q1,20대,남자,02,0,0
2017Q1,20대,남자,03,1156,2
2017Q1,20대,남자,04,0,0
2017Q1,20대,남자,05,1003,5
2017Q1,20대,남자,06,914,8
2017Q1,20대,남자,07,911,10
2017Q1,20대,남자,08,10576,91
2017Q1,20대,남자,09,26615,165
2017Q1,20대,남자,10,10719,132
2017Q1,20대,남자,11,23618,207
2017Q1,20대,남자,12,34929,373
2017Q1,20대,남자,13,20074,461
2017Q1,20대,남자,14,10648,159
2017Q1,20대,남자,15,4604,42
2017Q1,20대,여자,00,3044,26
2017Q1,20대,여자,01,0,0
2017Q1,20대,여자,02,0,0
2017Q1,20대,여자,03,279,3
2017Q1,20대,여자,04,0,0
2017Q1,20대,여자,05,1451,3
2017Q1,20대,여자,06,0,0
2017Q1,20대,여자,07,968,8
2017Q1,20대,여자,08,3262,51
2017Q1,20대,여자,09,9216,78
2017Q1,20대,여자,10,2892,64
2017Q1,20대,여자,11,3895,36
2017Q1,20대,여자,12,3265,38
2017Q1,20대,여자,13,9463,87
2017Q1,20대,여자,14,30580,439
2017Q1,20대,여자,15,11537,258
2017Q1,30대,남자,00,71956,241
2017Q1,30대,남자,01,20897,37
2017Q1,30대,남자,02,27110,23
2017Q1,30대,남자,03,47270,54
2017Q1,30대,남자,04,8248,13
2017Q1,30대,남자,05,37384,68
2017Q1,30대,남자,06,53224,85
2017Q1,30대,남자,07,124199,150
2017Q1,30대,남자,08,246147,440
2017Q1,30대,남자,09,194272,671
2017Q1,30대,남자,10,119931,503
2017Q1,30대,남자,11,148906,566
2017Q1,30대,남자,12,40566,363
2017Q1,30대,남자,13,41077,315
2017Q1,30대,남자,14,34673,243
2017Q1,30대,남자,15,26091,118
2017Q1,30대,여자,00,27561,153
2017Q1,30대,여자,01,11888,18
2017Q1,30대,여자,02,7022,6
2017Q1,30대,여자,03,6127,22
2017Q1,30대,여자,04,2669,7
2017Q1,30대,여자,05,6240,22
2017Q1,30대,여자,06,27269,26
2017Q1,30대,여자,07,11612,36
2017Q1,30대,여자,08,64540,159
2017Q1,30대,여자,09,80705,241
2017Q1,30대,여자,10,32886,149
2017Q1,30대,여자,11,35536,180
2017Q1,30대,여자,12,43698,125
2017Q1,30대,여자,13,34385,168
2017Q1,30대,여자,14,55575,403
2017Q1,30대,여자,15,30507,164
2017Q1,40대,남자,00,152347,332
2017Q1,40대,남자,01,264425,150
2017Q1,40대,남자,02,90447,49
2017Q1,40대,남자,03,176820,155
2017Q1,40대,남자,04,90983,99
2017Q1,40대,남자,05,179091,193
2017Q1,40대,남자,06,365741,274
2017Q1,40대,남자,07,827348,595
2017Q1,40대,남자,08,495015,937
2017Q1,40대,남자,09,279562,910
2017Q1,40대,남자,10,418819,580
2017Q1,40대,남자,11,109484,431
2017Q1,40대,남자,12,17387,73
2017Q1,40대,남자,13,29322,107
2017Q1,40대,남자,14,31320,119
2017Q1,40대,남자,15,43025,84
2017Q1,40대,여자,00,57221,219
2017Q1,40대,여자,01,69527,55
2017Q1,40대,여자,02,3059,15
2017Q1,40대,여자,03,21511,45
2017Q1,40대,여자,04,9779,21
2017Q1,40대,여자,05,37512,60
2017Q1,40대,여자,06,53425,70
2017Q1,40대,여자,07,76490,131
2017Q1,40대,여자,08,176756,314
2017Q1,40대,여자,09,256610,416
2017Q1,40대,여자,10,130814,308
2017Q1,40대,여자,11,61015,275
2017Q1,40대,여자,12,17575,158
2017Q1,40대,여자,13,35775,134
2017Q1,40대,여자,14,29311,141
2017Q1,40대,여자,15,25013,109
2017Q1,50대,남자,00,145594,237
2017Q1,50대,남자,01,612355,155
2017Q1,50대,남자,02,294484,92
2017Q1,50대,남자,03,414198,188
2017Q1,50대,남자,04,144880,85
2017Q1,50대,남자,05,293229,232
2017Q1,50대,남자,06,425704,292
2017Q1,50대,남자,07,798094,618
2017Q1,50대,남자,08,461639,760
2017Q1,50대,남자,09,345537,813
2017Q1,50대,남자,10,2361884,528
2017Q1,50대,남자,11,118566,410
2017Q1,50대,남자,12,8940,29
2017Q1,50대,남자,13,38682,75
2017Q1,50대,남자,14,44033,83
2017Q1,50대,남자,15,49909,65
2017Q1,50대,여자,00,51903,138
2017Q1,50대,여자,01,50800,46
2017Q1,50대,여자,02,21601,28
2017Q1,50대,여자,03,39449,50
2017Q1,50대,여자,04,11365,16
2017Q1,50대,여자,05,65912,79
2017Q1,50대,여자,06,66068,68
2017Q1,50대,여자,07,122612,122
2017Q1,50대,여자,08,226366,288
2017Q1,50대,여자,09,184997,359
2017Q1,50대,여자,10,256707,386
2017Q1,50대,여자,11,74657,156
2017Q1,50대,여자,12,24592,162
2017Q1,50대,여자,13,47453,62
2017Q1,50대,여자,14,28077,91
2017Q1,50대,여자,15,19689,77
2017Q1,60대,남자,00,47340,53
2017Q1,60대,남자,01,278253,44
2017Q1,60대,남자,02,15663,17
2017Q1,60대,남자,03,114413,43
2017Q1,60대,남자,04,53844,23
2017Q1,60대,남자,05,107952,58
2017Q1,60대,남자,06,165932,113
2017Q1,60대,남자,07,202652,144
2017Q1,60대,남자,08,216254,250
2017Q1,60대,남자,09,98059,253
2017Q1,60대,남자,10,964409,391
2017Q1,60대,남자,11,665839,100
2017Q1,60대,남자,12,56090,114
2017Q1,60대,남자,13,9636,27
2017Q1,60대,남자,14,14374,37
2017Q1,60대,남자,15,12396,21
2017Q1,60대,여자,00,9776,44
2017Q1,60대,여자,01,30582,11
2017Q1,60대,여자,02,2443,3
2017Q1,60대,여자,03,21561,17
2017Q1,60대,여자,04,5339,3
2017Q1,60대,여자,05,12902,19
2017Q1,60대,여자,06,15219,13
2017Q1,60대,여자,07,25075,24
2017Q1,60대,여자,08,51515,90
2017Q1,60대,여자,09,99731,144
2017Q1,60대,여자,10,56352,88
2017Q1,60대,여자,11,51593,77
2017Q1,60대,여자,12,31891,55
2017Q1,60대,여자,13,42338,127
2017Q1,60대,여자,14,20479,109
2017Q1,60대,여자,15,6354,31
2017Q1,70세 이상,남자,00,34995,22
2017Q1,70세 이상,남자,01,14940,3
2017Q1,70세 이상,남자,02,727,2
2017Q1,70세 이상,남자,03,0,0
2017Q1,70세 이상,남자,04,0,0
2017Q1,70세 이상,남자,05,12692,4
2017Q1,70세 이상,남자,06,5402,2
2017Q1,70세 이상,남자,07,0,0
2017Q1,70세 이상,남자,08,1002,4
2017Q1,70세 이상,남자,09,5757,7
2017Q1,70세 이상,남자,10,9565,8
2017Q1,70세 이상,남자,11,212,4
2017Q1,70세 이상,남자,12,1792,5
2017Q1,70세 이상,남자,13,620800,315
2017Q1,70세 이상,남자,14,43444,77
2017Q1,70세 이상,남자,15,2121,7
2017Q1,70세 이상,여자,00,7091,20
2017Q1,70세 이상,여자,01,5146,2
2017Q1,70세 이상,여자,02,0,0
2017Q1,70세 이상,여자,03,0,0
2017Q1,70세 이상,여자,04,0,0
2017Q1,70세 이상,여자,05,0,0
2017Q1,70세 이상,여자,06,82,1
2017Q1,70세 이상,여자,07,492,2
2017Q1,70세 이상,여자,08,274,1
2017Q1,70세 이상,여자,09,3099,3
2017Q1,70세 이상,여자,10,722,4
2017Q1,70세 이상,여자,11,309,2
2017Q1,70세 이상,여자,12,0,0
2017Q1,70세 이상,여자,13,73265,140
2017Q1,70세 이상,여자,14,84980,194
2017Q1,70세 이상,여자,15,12847,80
2017Q2,20대,남자,00,3707,33
2017Q2,20대,남자,01,42,1
2017Q2,20대,남자,02,0,0
2017Q2,20대,남자,03,1744,4
2017Q2,20대,남자,04,0,0
2017Q2,20대,남자,05,731,4
2017Q2,20대,남자,06,741,7
2017Q2,20대,남자,07,1706,8
2017Q2,20대,남자,08,11299,93
2017Q2,20대,남자,09,24139,154
2017Q2,20대,남자,10,9481,130
2017Q2,20대,남자,11,23562,231
2017Q2,20대,남자,12,34359,375
2017Q2,20대,남자,13,21424,461
2017Q2,20대,남자,14,10211,144
2017Q2,20대,남자,15,4826,48
2017Q2,20대,여자,00,2726,23
2017Q2,20대,여자,01,12,1
2017Q2,20대,여자,02,53,1
2017Q2,20대,여자,03,256,1
2017Q2,20대,여자,04,0,0
2017Q2,20대,여자,05,737,2
2017Q2,20대,여자,06,726,3
2017Q2,20대,여자,07,676,7
2017Q2,20대,여자,08,4163,62
2017Q2,20대,여자,09,8808,78
2017Q2,20대,여자,10,3115,64
2017Q2,20대,여자,11,3129,32
2017Q2,20대,여자,12,3737,37
2017Q2,20대,여자,13,9976,88
2017Q2,20대,여자,14,33052,439
2017Q2,20대,여자,15,11513,243
2017Q2,30대,남자,00,83175,240
2017Q2,30대,남자,01,24892,40
2017Q2,30대,남자,02,11384,20
2017Q2,30대,남자,03,61540,52
2017Q2,30대,남자,04,6547,7
2017Q2,30대,남자,05,37830,71
2017Q2,30대,남자,06,48866,88
2017Q2,30대,남자,07,131860,134
2017Q2,30대,남자,08,179819,437
2017Q2,30대,남자,09,238655,660
2017Q2,30대,남자,10,108639,476
2017Q2,30대,남자,11,146299,536
2017Q2,30대,남자,12,43286,385
2017Q2,30대,남자,13,44096,304
2017Q2,30대,남자,14,36018,232
2017Q2,30대,남자,15,30316,114
2017Q2,30대,여자,00,27423,148
2017Q2,30대,여자,01,7378,17
2017Q2,30대,여자,02,3912,3
2017Q2,30대,여자,03,3387,16
2017Q2,30대,여자,04,3156,5
2017Q2,30대,여자,05,4982,22
2017Q2,30대,여자,06,21434,21
2017Q2,30대,여자,07,16939,39
2017Q2,30대,여자,08,72511,152
2017Q2,30대,여자,09,81673,212
2017Q2,30대,여자,10,42511,151
2017Q2,30대,여자,11,36968,167
2017Q2,30대,여자,12,29944,118
2017Q2,30대,여자,13,21888,165
2017Q2,30대,여자,14,57168,395
2017Q2,30대,여자,15,32867,169
2017Q2,40대,남자,00,113442,300
2017Q2,40대,남자,01,261088,143
2017Q2,40대,남자,02,92903,52
2017Q2,40대,남자,03,162331,158
2017Q2,40대,남자,04,97362,96
2017Q2,40대,남자,05,129099,177
2017Q2,40대,남자,06,373729,259
2017Q2,40대,남자,07,781099,538
2017Q2,40대,남자,08,509402,935
2017Q2,40대,남자,09,469821,909
2017Q2,40대,남자,10,344610,557
2017Q2,40대,남자,11,67013,426
2017Q2,40대,남자,12,15045,70
2017Q2,40대,남자,13,33079,110
2017Q2,40대,남자,14,28935,114
2017Q2,40대,남자,15,41580,82
2017Q2,40대,여자,00,57890,220
2017Q2,40대,여자,01,73115,53
2017Q2,40대,여자,02,2398,14
2017Q2,40대,여자,03,26537,49
2017Q2,40대,여자,04,10711,18
2017Q2,40대,여자,05,45229,53
2017Q2,40대,여자,06,49291,63
2017Q2,40대,여자,07,41784,116
2017Q2,40대,여자,08,167433,312
2017Q2,40대,여자,09,242621,403
2017Q2,40대,여자,10,101090,271
2017Q2,40대,여자,11,64269,253
2017Q2,40대,여자,12,19129,166
2017Q2,40대,여자,13,36565,124
2017Q2,40대,여자,14,28054,129
2017Q2,40대,여자,15,18967,110
2017Q2,50대,남자,00,119104,208
2017Q2,50대,남자,01,548430,159
2017Q2,50대,남자,02,326385,93
2017Q2,50대,남자,03,426274,183
2017Q2,50대,남자,04,181041,92
2017Q2,50대,남자,05,290992,217
2017Q2,50대,남자,06,299056,258
2017Q2,50대,남자,07,776929,594
2017Q2,50대,남자,08,508597,801
2017Q2,50대,남자,09,401584,858
2017Q2,50대,남자,10,1038135,495
2017Q2,50대,남자,11,151759,409
2017Q2,50대,남자,12,8392,34
2017Q2,50대,남자,13,40390,77
2017Q2,50대,남자,14,45269,89
2017Q2,50대,남자,15,39536,63
2017Q2,50대,여자,00,47220,147
2017Q2,50대,여자,01,46082,51
2017Q2,50대,여자,02,20303,32
2017Q2,50대,여자,03,37573,52
2017Q2,50대,여자,04,9988,16
2017Q2,50대,여자,05,57560,75
2017Q2,50대,여자,06,57235,56
2017Q2,50대,여자,07,91514,118
2017Q2,50대,여자,08,233083,273
2017Q2,50대,여자,09,210224,387
2017Q2,50대,여자,10,275582,390
2017Q2,50대,여자,11,74012,155
2017Q2,50대,여자,12,24132,163
2017Q2,50대,여자,13,45949,60
2017Q2,50대,여자,14,29744,93
2017Q2,50대,여자,15,18803,78
2017Q2,60대,남자,00,41402,63
2017Q2,60대,남자,01,263442,42
2017Q2,60대,남자,02,48545,18
2017Q2,60대,남자,03,86027,44
2017Q2,60대,남자,04,60589,20
2017Q2,60대,남자,05,127080,61
2017Q2,60대,남자,06,169301,107
2017Q2,60대,남자,07,222189,142
2017Q2,60대,남자,08,218192,257
2017Q2,60대,남자,09,105574,257
2017Q2,60대,남자,10,2195048,369
2017Q2,60대,남자,11,671047,109
2017Q2,60대,남자,12,68802,110
2017Q2,60대,남자,13,8181,23
2017Q2,60대,남자,14,14280,36
2017Q2,60대,남자,15,26483,26
2017Q2,60대,여자,00,12144,47
2017Q2,60대,여자,01,28727,9
2017Q2,60대,여자,02,2537,4
2017Q2,60대,여자,03,18427,15
2017Q2,60대,여자,04,3643,2
2017Q2,60대,여자,05,13082,21
2017Q2,60대,여자,06,10280,12
2017Q2,60대,여자,07,24017,24
2017Q2,60대,여자,08,79137,100
2017Q2,60대,여자,09,93492,141
2017Q2,60대,여자,10,57560,97
2017Q2,60대,여자,11,54976,80
2017Q2,60대,여자,12,33081,53
2017Q2,60대,여자,13,43341,126
2017Q2,60대,여자,14,18483,104
2017Q2,60대,여자,15,6349,28
2017Q2,70세 이상,남자,00,34824,19
2017Q2,70세 이상,남자,01,37953,5
2017Q2,70세 이상,남자,02,727,2
2017Q2,70세 이상,남자,03,0,0
2017Q2,70세 이상,남자,04,0,0
2017Q2,70세 이상,남자,05,6670,3
2017Q2,70세 이상,남자,06,0,0
2017Q2,70세 이상,남자,07,46,1
2017Q2,70세 이상,남자,08,2126,5
2017Q2,70세 이상,남자,09,4508,7
2017Q2,70세 이상,남자,10,9323,6
2017Q2,70세 이상,남자,11,212,4
2017Q2,70세 이상,남자,12,2745,4
2017Q2,70세 이상,남자,13,597568,297
2017Q2,70세 이상,남자,14,58550,90
2017Q2,70세 이상,남자,15,2121,7
2017Q2,70세 이상,여자,00,7663,19
2017Q2,70세 이상,여자,01,4946,2
2017Q2,70세 이상,여자,02,0,0
2017Q2,70세 이상,여자,03,0,0
2017Q2,70세 이상,여자,04,0,0
2017Q2,70세 이상,여자,05,0,0
2017Q2,70세 이상,여자,06,82,1
2017Q2,70세 이상,여자,07,492,2
2017Q2,70세 이상,여자,08,351,2
2017Q2,70세 이상,여자,09,885,5
2017Q2,70세 이상,여자,10,94,1
2017Q2,70세 이상,여자,11,774,4
2017Q2,70세 이상,여자,12,234,2
2017Q2,70세 이상,여자,13,71685,139
2017Q2,70세 이상,여자,14,90301,181
2017Q2,70세 이상,여자,15,14799,72
2017Q3,20대,남자,00,3788,33
2017Q3,20대,남자,01,42,1
2017Q3,20대,남자,02,0,0
2017Q3,20대,남자,03,1516,3
2017Q3,20대,남자,04,102,1
2017Q3,20대,남자,05,782,4
2017Q3,20대,남자,06,794,6
2017Q3,20대,남자,07,2427,11
2017Q3,20대,남자,08,12883,92
2017Q3,20대,남자,09,21112,148
2017Q3,20대,남자,10,11529,126
2017Q3,20대,남자,11,20516,226
2017Q3,20대,남자,12,41928,369
2017Q3,20대,남자,13,18738,454
2017Q3,20대,남자,14,10270,141
2017Q3,20대,남자,15,6398,54
2017Q3,20대,여자,00,3546,28
2017Q3,20대,여자,01,104,1
2017Q3,20대,여자,02,72,1
2017Q3,20대,여자,03,256,1
2017Q3,20대,여자,04,0,0
2017Q3,20대,여자,05,1227,2
2017Q3,20대,여자,06,59,2
2017Q3,20대,여자,07,1137,8
2017Q3,20대,여자,08,2787,52
2017Q3,20대,여자,09,9344,76
2017Q3,20대,여자,10,2228,58
2017Q3,20대,여자,11,3680,31
2017Q3,20대,여자,12,3777,31
2017Q3,20대,여자,13,10064,87
2017Q3,20대,여자,14,31273,417
2017Q3,20대,여자,15,10950,225
2017Q3,30대,남자,00,81916,227
2017Q3,30대,남자,01,57553,40
2017Q3,30대,남자,02,7913,19
2017Q3,30대,남자,03,67187,55
2017Q3,30대,남자,04,7552,10
2017Q3,30대,남자,05,35239,61
2017Q3,30대,남자,06,44708,87
2017Q3,30대,남자,07,157089,131
2017Q3,30대,남자,08,187318,422
2017Q3,30대,남자,09,229886,650
2017Q3,30대,남자,10,111649,476
2017Q3,30대,남자,11,142715,528
2017Q3,30대,남자,12,47274,383
2017Q3,30대,남자,13,41309,276
2017Q3,30대,남자,14,35824,230
2017Q3,30대,남자,15,34549,125
2017Q3,30대,여자,00,31943,136
2017Q3,30대,여자,01,9194,15
2017Q3,30대,여자,02,3812,2
2017Q3,30대,여자,03,3229,14
